source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,category_tag,description,created,redirect_url,company_address,location_display,coordinates_source,geocoded_display_name,location_status,distance_available
Adzuna,5827735609,Accordion India - Manager Salesforce CRM,Accordion India,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,IT Jobs,it-jobs,"Company overview Accordion is a global financial consulting and technology firm helping CFOs and their teams drive value creation. Rooted in private equity rigor and powered by data, analytics, and AI, we partner with companies across industries to turn insight into impact. Accordion works at the intersection of Private Equity sponsors and portfolio companies’ management teams across every stage of the investment lifecycle. We provide hands-on, execution-oriented support, driving value through …",2026-08-04T17:44:21Z,https://www.adzuna.in/land/ad/5827735609?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=9F8770D0DDA028FE7BC382BAC257FB82033AA7BA,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5785771657,"Administrator 2, SMA",Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-07-03T00:54:19Z,https://www.adzuna.in/land/ad/5785771657?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=C536ECFFEF47C8BDE3631C49D7FC053FB045F0AE,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5785770983,Adv Engineer QE II,Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,IT Jobs,it-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-07-03T00:54:12Z,https://www.adzuna.in/land/ad/5785770983?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=DC0013D553E8F3F7254DD6155F522B2F5C823532,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5837138819,Apprenticeship – Technical Support,Kyndryl,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,IT Jobs,it-jobs,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edg…",2026-08-12T01:59:15Z,https://www.adzuna.in/land/ad/5837138819?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=BFE4206F48A49C457BCDCDABA513CB22C63F0EFA,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5806276284,Associate (Billing/O2C),Clifford Chance,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Clifford Chance, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Description The role The role is responsible for end-to-end Billing and Collections Management, ensuring accurate, timely, and compliant invoicing and effective recovery of receivables. The position supports matter billing, client collections, and stakeholder query resolution while meeting defined SLAs, …",2026-07-18T22:17:03Z,https://www.adzuna.in/land/ad/5806276284?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=EA57080A0E652D7433789FC3CC08E5378F8234CC,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5812352056,Associate Relationship Manager,SmartQ,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Manufacturing Jobs,manufacturing-jobs,"About SmartQ SmartQ is redefining how the world experiences food. As a next-generation food-tech innovator, we solve real operational challenges through empathy-led insights and powerful technology. Our mission is clear: to elevate everyday dining into a seamless and meaningful experience. In the last decade, we’ve transformed cafeteria and food operations across industries with scalable, cutting-edge solutions. Operating in 14 countries and backed by Compass Group- a $60B global foodservice le…",2026-07-23T18:56:07Z,https://www.adzuna.in/land/ad/5812352056?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=56922BC30DC111C8F2D52574475773BC91723DBD,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5785770855,Asst Manager-Client Reporting,Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-07-03T00:54:11Z,https://www.adzuna.in/land/ad/5785770855?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=575B098094D91582BF3FCD9BC89DCC1D57B6F0D4,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5785771269,Automation Developer,WPP Production,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,IT Jobs,it-jobs,"This job is with WPP Production, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About WPP Production We are WPP Production - the unified global production company that brings together all of WPP's content producers, studios and craft experts into one connected organisation. We combine world-class human craft with next generation technology to originate, design, and deliver multi-channel …",2026-07-03T00:54:14Z,https://www.adzuna.in/land/ad/5785771269?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=1DDE4440D25853CB5AC581E115C01B6AAF4DD064,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5823897279,Business Development Executive,System Soft Technologies,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Sales Jobs,sales-jobs,"Role: Sr. Business Development Executive – US Staffing (MSP / VMS / Direct Clients) Location: Onsite(100 feet Road, Madhapur) Job Summary: Looking for a Business Development Executive to grow our US Staffing business. You’ll be working with MSPs, VMS programs, direct clients, bringing in new clients, closing agreements, and building long-term business. This role is for someone who understands the US staffing space and knows how to turn conversations into real opportunities. Key Responsibilities…",2026-08-01T17:31:16Z,https://www.adzuna.in/land/ad/5823897279?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=DEDC0CCB611248193F2EAD112354A1E8D3E0EA59,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5818524436,Business Development Manager,Godrej & Boyce Mfg. Co. Ltd.,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,,Sales Jobs,sales-jobs,Projects Business Development Division/Department: Interio-Projects Function: Sales Key Result Areas: Billed Sales & Order booking Working Capital Management Business development Key account Management Customer satisfaction Realizations Job Description: Billed Sales & Order Booking Segment wise achievement of business plan Ensuring conversion of enquiries to orders to meet business objectives as per ABP Working Capital Management - Customer Outstanding Working with internal & external stakehold…,2026-07-28T21:18:35Z,https://www.adzuna.in/land/ad/5818524436?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=4B35C4C91F1722930332C9ABFDA8110AF14053F7,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5836622739,Business Manager,Tint Tone & Shade,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Sales Jobs,sales-jobs,"Key Responsibilities Convert qualified leads into successful sales. Meet with clients to understand their interior design requirements and provide suitable solutions. Build and maintain strong relationships with customers throughout the sales journey. Collaborate with the design and project execution teams to ensure a seamless client experience. Achieve monthly and quarterly sales targets. Prepare proposals, quotations, and sales reports. Stay updated on market trends, competitor activities, an…",2026-08-11T16:11:52Z,https://www.adzuna.in/land/ad/5836622739?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=1173EEF94BCF62614818BE441B51F01E26515638,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5832204981,CA Representative,Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-08-07T21:58:07Z,https://www.adzuna.in/land/ad/5832204981?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=DF15493CD6F74739E287800B2491B72484CEED29,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5836624132,Chartered Accountant,Skyroot Aerospace,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Accounting & Finance Jobs,accounting-finance-jobs,"Role Overview: We are seeking a Chartered Accountant with strong Internal Audit, Risk Advisory, and Compliance experience to join our Finance team. This role will be instrumental in establishing robust financial controls, ensuring statutory compliance, and supporting the organization's growth objectives. You'll work in a high-growth deep-tech environment where precision, compliance, and process excellence are essential to our success. Key Responsibilities: Internal Controls & Compliance: • Desi…",2026-08-11T16:12:28Z,https://www.adzuna.in/land/ad/5836624132?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=A2B5D11EF7651432513D2FD57363C6982253C096,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5822659987,Civil Design Engineer,PVinsight Inc.,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,Engineering Jobs,engineering-jobs,"Job Title: Mid-level Design Engineer (Civil) – Land Development Location: Pune or Hyderabad Employment Type: Full-time Experience: 3-4 years and above Job Summary: We are seeking a highly skilled and experienced Mid-level Civil Engineer – Land Development to execute and support a variety of site development and infrastructure projects. This role serves as a technical execution specialist in the planning, design, and execution of Renewables (especially Solar), BESS and Substation projects. The s…",2026-08-01T01:29:06Z,https://www.adzuna.in/land/ad/5822659987?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=678EF886B7D5AE02741BA3659D661FB82E5B32CD,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5801536888,Content Writer,Doveriye,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,,Creative & Design Jobs,creative-design-jobs,"Job Title: Content Writer Intern - Telugu & English only (Others please ignore) Location: Hyderabad Experience: Atleast 1 year Laptop is must Key Responsibilities: Write catchy, creative, and on-trend video scripts for Instagram Reels. Use trending audio, memes, hooks, and transitions to make content go viral. Adapt scripts to match the tone and personality of different influencers. Brainstorm creative storytelling ideas that educate and entertain. Highlight key product benefits in a natural an…",2026-07-16T02:04:53Z,https://www.adzuna.in/land/ad/5801536888?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=BA924CE66E84FC2090D2A502F4A983B0A90D000E,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5838134588,"Coordinator, Accounting Operations [T500-28344]",McDonald's Global Office in India,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Accounting & Finance Jobs,accounting-finance-jobs,"About McDonald’s: One of the world’s largest employers with locations in more than 100 countries, McDonald’s Corporation has corporate opportunities in Hyderabad. Our global offices serve as dynamic innovation and operations hubs, designed to expand McDonald's global talent base and in-house expertise. Our new office in Hyderabad will bring together knowledge across business, technology, analytics, and AI, accelerating our ability to deliver impactful solutions for the business and our customer…",2026-08-12T16:17:15Z,https://www.adzuna.in/land/ad/5838134588?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=C84631C06075088BFB0C92256ED48B867835F212,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5838134014,"Coordinator, Accounting Operations [T500-28345]",McDonald's Global Office in India,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Accounting & Finance Jobs,accounting-finance-jobs,"About McDonald’s: One of the world’s largest employers with locations in more than 100 countries, McDonald’s Corporation has corporate opportunities in Hyderabad. Our global offices serve as dynamic innovation and operations hubs, designed to expand McDonald's global talent base and in-house expertise. Our new office in Hyderabad will bring together knowledge across business, technology, analytics, and AI, accelerating our ability to deliver impactful solutions for the business and our customer…",2026-08-12T16:16:20Z,https://www.adzuna.in/land/ad/5838134014?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=403D89D8C315C9BF91359CB3EB257593F5E58859,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5838614015,Creative Lead,WPP Production,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,"This job is with WPP Production, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About WPP Production We are WPP Production - the unified global production company that brings together all of WPP's content producers, studios and craft experts into one connected organisation. We combine world-class human craft with next generation technology to originate, design, and deliver multi-channel …",2026-08-12T22:00:41Z,https://www.adzuna.in/land/ad/5838614015?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=D91EB79A0795BD632716614BECF3833047E8A4BB,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5834573375,Cybersecurity Consultant,TekWissen India,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,IT Jobs,it-jobs,"Overview: TekWissen Group is a workforce management provider throughout India and many other countries in the world. Position: Cybersecurity Consultant Location: Hyderabad, TS Job Type: Full Time Work Type: Onsite Overview Job Description: The role involves monitoring, detecting, investigating, and responding to cybersecurity threats while enhancing the organization’s security posture through proactive risk management and SOC optimization. Responsibilities Monitor security incidents and alerts.…",2026-08-09T16:10:42Z,https://www.adzuna.in/land/ad/5834573375?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=6363791DD87EAD40DA6F073BDCD3BF3D9AD2A8A8,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5830417550,EDI Project Coordinator,ValueLabs,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,IT Jobs,it-jobs,"Job Description : We are seeking a highly organized and customer-focused EDI Project Coordinator to support the successful execution and day-to-day management of electronic data interchange (EDI) operations. This role acts as the primary coordination point between the internal EDI team, clients, carriers, and business stakeholders to ensure EDI files are transmitted, tracked, monitored, and resolved in a timely and accurate manner. The EDI Project Coordinator will oversee transaction monitoring…",2026-08-06T17:51:55Z,https://www.adzuna.in/land/ad/5830417550?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=EF3B852DA019229F932B0F5F01C0FDF1DA817A49,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5830301733,"Eng II., Eng Run",Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,IT Jobs,it-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-08-06T16:02:00Z,https://www.adzuna.in/land/ad/5830301733?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=CF2EEBF4CEDE71B9A0ABCFD8E3CF8B36CD4DF5DA,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5836624188,Executive Assistant,Sales Co Asia,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,"Are you highly organized, proactive, and eager to build a career in business operations and marketing management? We are looking for a motivated Executive Assistant to support our leadership team and contribute to daily management operations. Key Responsibilities Assist senior managers with day-to-day operational activities Coordinate and support offline marketing campaigns, events, and promotional activities Manage schedules, meetings, reports, and business correspondence Monitor project timel…",2026-08-11T16:12:30Z,https://www.adzuna.in/land/ad/5836624188?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=AFD30F23AC10013DEC878F624B1E3DE76C3BE9FE,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5836624046,Exercise Science Lecturer,Curefit,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Teaching Jobs,teaching-jobs,"Role Purpose; Deliver high-quality GGFI lectures and practical sessions for aspiring fitness professionals, combining strong exercise science knowledge with clear teaching, student engagement, and practical coaching ability. Key Responsibilities; Deliver GGFI course lectures and practical training sessions as per the defined curriculum. Teach core concepts across exercise science, personal training, fitness programming, client handling, and practical coaching. Prepare for assigned topics and co…",2026-08-11T16:12:23Z,https://www.adzuna.in/land/ad/5836624046?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=B3D26A587DA4E6D4BE40ACB658B4EE90B9C8769B,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5810845249,Finance Officer,United Brothers Company,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,permanent,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"UNITED BROTHERS COMPANY ACCOUNTS MANAGER Department: Accounts & Finance Location: Khairatabad, Hyderabad Reports To: Management / CEO Employment Type: Full-Time · Permanent Experience Required: 3 Years Openings: 1 ROLE SUMMARY We're looking for a dependable Accounts Manager to run day-to-day accounts for our Hyderabad back office — invoicing, GST filings, bank reconciliation, and vendor payments. Alongside this core focus, you'll get structured, checklist-driven support from existing SOPs and o…",2026-07-22T16:52:36Z,https://www.adzuna.in/land/ad/5810845249?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=8899D3CD24564E3AC27587CC3DF7E118669C4C13,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5798926185,"Head of Legal, India",Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Legal Jobs,legal-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-07-13T22:15:41Z,https://www.adzuna.in/land/ad/5798926185?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=D80EAB51208B9A9E21FB062812B6E6DFE27160D0,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5837139310,Infrastructure Specialist,Kyndryl,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,IT Jobs,it-jobs,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edg…",2026-08-12T01:59:32Z,https://www.adzuna.in/land/ad/5837139310?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=DD4F96FDFD2CAED03AAEBB5AFCEA8F72AF29C3C4,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5830417585,Inside Sales Specialist,WaferWire Cloud Technologies,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,IT Jobs,it-jobs,"Job Title: Inside sales Specialist Experience: 7-10 Years Job Location: Hyderabad, Telangana Worksite: Onsite [100%] About WCT: Wafer Wire Technology Solutions (WCT) specializes in delivering comprehensive Cloud, Data and AI solutions through Microsoft's technology stack. Our services include Strategic Consulting, Data/AI Estate Modernization, and Cloud Adoption Strategy. We excel in Solution Design encompassing Application, Data, and AI Modernization, as well as Infrastructure Planning and Mig…",2026-08-06T17:51:56Z,https://www.adzuna.in/land/ad/5830417585?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=B07445F5ACDF4F5AC337778F2B908627939F13A3,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5829060683,Inside Sales Specialist (APJ-MENA),"Prudent Technologies and Consulting, Inc.","Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,full_time,Sales Jobs,sales-jobs,"Are you a highly motivated Inside Sales professional with a knack for lead generation and a passion for technology? Do you thrive in a target-driven environment and enjoy building relationships across diverse international markets? Join Prudent Technologies and Consulting in Hyderabad and play a crucial role in expanding our footprint across the Asia-Pacific (APAC), Africa and Dubai regions! The Opportunity: This is a full-time, in-office position based in our Hyderabad office. You will be resp…",2026-08-05T17:45:40Z,https://www.adzuna.in/land/ad/5829060683?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=7F2BBC50886BF24A9F11B92013CCA78C836FD933,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5804792863,Massage Therapist,Hyatt Place Hyderabad Banjara Hills,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,Hospitality & Catering Jobs,hospitality-catering-jobs,"THERAPIST with Min 2 years of experience should apply Operations To assist in the smooth and efficient operation of the spa area. To report to work punctually 15 minutes before your shift in proper uniform. Follow grooming standards as laid down by the hotel/spa as per the Hyatt Look policy To provide a courteous, professional, efficient and flexible service at all times, following Hyatt Place Hyderabad Standards of Performance. To perform all duties and tasks in the assigned Place of Work to t…",2026-07-17T15:55:12Z,https://www.adzuna.in/land/ad/5804792863?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=4F9C6752D556B6B1F22D57CC3592B885E2229970,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5829141655,NATA Trainee,Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-08-05T19:54:36Z,https://www.adzuna.in/land/ad/5829141655?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=154DE59CCB4E16F501FD18F6A5E7108D0B82C8B1,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5790410667,Performance Analyst II,Invesco,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,contract,full_time,Accounting & Finance Jobs,accounting-finance-jobs,"This job is with Invesco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As one of the world's leading independent global investment firms, Invesco is dedicated to rethinking possibilities for our clients. By delivering the combined power of our distinctive investment management capabilities, we provide a wide range of investment strategies and vehicles to our clients around the world. I…",2026-07-07T05:28:45Z,https://www.adzuna.in/land/ad/5790410667?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=B7A472E9F75746D97DC48B1D3F7645AB15B38CA1,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
Adzuna,5289679800,RTL Design Engineer,ACL Digital,"Hyderabad, Telangana","India, Telangana, Hyderabad",Hyderabad,17.40275,78.50806,,,0,,,IT Jobs,it-jobs,Job Title - RTL Design Engineers Exp Level: 4 yrs Loctaion: Hyderabad /Bangalore Job Description: • RTL coding knowledge • Top-level (SOC) level basic industry standard Arch knowledge • SoC & IP level Integration knowledge • IPXACT knowledge • IORING and Phys & GPIOs basic functionality • Design Partitioning(Tilification) knowledge • Design RTL quality checks: Clock domain crossing(CDC) Reset domain crossing(RDC) LINT VSI UPF knowledge LEC(Logic equivalence check) Timing concepts & SDC knowledg…,2025-07-07T09:11:30Z,https://www.adzuna.in/land/ad/5289679800?se=qGKmbXSc8RGYIIxpq9ttlQ&utm_medium=api&utm_source=10d03a1b&v=D575E01C62CA85F7F695E4805CB1F0CECC86187D,"India, Telangana, Hyderabad","Hyderabad, Telangana",Adzuna,,Coordinates from Adzuna,True
