job_id,job_title,company,location,address,latitude,longitude,skills,salary,employment_type,experience_years,community_need,local_job
LOC0113,Teacher,Regional Teacher Center,Hyderabad,"Gachibowli, Hyderabad, Telangana, India",17.385,78.4867,"Teaching, Communication, Mathematics, Classroom Management","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0114,IT Support Technician,SkillBridge ITSupportTechnician Technologies,Hyderabad,"Secunderabad, Hyderabad, Telangana, India",17.385,78.4867,"Computer Hardware, Networking, Troubleshooting, Windows","₹22,000 - ₹38,000",Full-time,1,Local employment opportunity,True
LOC0115,Python Developer,Community PythonDeveloper Business Hub,Hyderabad,"Ameerpet, Hyderabad, Telangana, India",17.385,78.4867,"Python, SQL, Flask, Git, Communication","₹30,000 - ₹60,000",Full-time,1,Local employment opportunity,True
LOC0116,Web Developer,Local WebDeveloper Employment Services,Hyderabad,"Madhapur, Hyderabad, Telangana, India",17.385,78.4867,"HTML, CSS, JavaScript, React, Git","₹25,000 - ₹50,000",Full-time,1,Local employment opportunity,True
LOC0117,Graphic Designer,City GraphicDesigner Services,Hyderabad,"Kukatpally, Hyderabad, Telangana, India",17.385,78.4867,"Graphic Design, Photoshop, Illustrator, Creativity","₹20,000 - ₹40,000",Full-time,1,Local employment opportunity,True
LOC0118,Data Entry Operator,Community DataEntryOperator Services,Kochi,"Edappally, Kochi, Kerala, India",9.9312,76.2673,"MS Excel, MS Office, Data Entry, English Communication","₹15,000 - ₹22,000",Full-time,0,Local employment opportunity,True
LOC0119,Computer Operator,Local ComputerOperator Solutions,Kochi,"Kakkanad, Kochi, Kerala, India",9.9312,76.2673,"MS Office, Excel, Computer Operations, Communication","₹16,000 - ₹24,000",Full-time,0,Local employment opportunity,True
LOC0120,Customer Support Executive,City CustomerSupportExecutive Center,Kochi,"Vyttila, Kochi, Kerala, India",9.9312,76.2673,"Communication, Customer Service, English, Problem Solving","₹18,000 - ₹28,000",Full-time,0,Local employment opportunity,True
LOC0121,Sales Executive,Regional SalesExecutive Technologies,Kochi,"Kaloor, Kochi, Kerala, India",9.9312,76.2673,"Sales, Communication, Customer Service, Negotiation","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0122,Office Assistant,SkillBridge OfficeAssistant Business Hub,Kochi,"Fort Kochi, Kochi, Kerala, India",9.9312,76.2673,"MS Office, Excel, Data Entry, Communication","₹15,000 - ₹23,000",Full-time,0,Local employment opportunity,True
LOC0123,Account Assistant,Community AccountAssistant Employment Services,Kochi,"Edappally, Kochi, Kerala, India",9.9312,76.2673,"Accounting, Tally, Excel, MS Office","₹20,000 - ₹32,000",Full-time,1,Local employment opportunity,True
LOC0124,Junior Accountant,Local JuniorAccountant Services,Kochi,"Kakkanad, Kochi, Kerala, India",9.9312,76.2673,"Accounting, Tally, GST, Excel, Bookkeeping","₹22,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0125,Digital Marketing Executive,City DigitalMarketingExecutive Solutions,Kochi,"Vyttila, Kochi, Kerala, India",9.9312,76.2673,"Digital Marketing, SEO, Social Media, Communication, Content Writing","₹20,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0126,Teacher,Regional Teacher Center,Kochi,"Kaloor, Kochi, Kerala, India",9.9312,76.2673,"Teaching, Communication, Mathematics, Classroom Management","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0127,IT Support Technician,SkillBridge ITSupportTechnician Technologies,Kochi,"Fort Kochi, Kochi, Kerala, India",9.9312,76.2673,"Computer Hardware, Networking, Troubleshooting, Windows","₹22,000 - ₹38,000",Full-time,1,Local employment opportunity,True
LOC0128,Python Developer,Community PythonDeveloper Business Hub,Kochi,"Edappally, Kochi, Kerala, India",9.9312,76.2673,"Python, SQL, Flask, Git, Communication","₹30,000 - ₹60,000",Full-time,1,Local employment opportunity,True
LOC0129,Web Developer,Local WebDeveloper Employment Services,Kochi,"Kakkanad, Kochi, Kerala, India",9.9312,76.2673,"HTML, CSS, JavaScript, React, Git","₹25,000 - ₹50,000",Full-time,1,Local employment opportunity,True
LOC0130,Graphic Designer,City GraphicDesigner Services,Kochi,"Vyttila, Kochi, Kerala, India",9.9312,76.2673,"Graphic Design, Photoshop, Illustrator, Creativity","₹20,000 - ₹40,000",Full-time,1,Local employment opportunity,True
LOC0131,Data Entry Operator,Community DataEntryOperator Services,Thiruvananthapuram,"Technopark, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"MS Excel, MS Office, Data Entry, English Communication","₹15,000 - ₹22,000",Full-time,0,Local employment opportunity,True
LOC0132,Computer Operator,Local ComputerOperator Solutions,Thiruvananthapuram,"Kazhakkoottam, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"MS Office, Excel, Computer Operations, Communication","₹16,000 - ₹24,000",Full-time,0,Local employment opportunity,True
LOC0133,Customer Support Executive,City CustomerSupportExecutive Center,Thiruvananthapuram,"Pattom, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Communication, Customer Service, English, Problem Solving","₹18,000 - ₹28,000",Full-time,0,Local employment opportunity,True
LOC0134,Sales Executive,Regional SalesExecutive Technologies,Thiruvananthapuram,"Kesavadasapuram, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Sales, Communication, Customer Service, Negotiation","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0135,Office Assistant,SkillBridge OfficeAssistant Business Hub,Thiruvananthapuram,"Kowdiar, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"MS Office, Excel, Data Entry, Communication","₹15,000 - ₹23,000",Full-time,0,Local employment opportunity,True
LOC0136,Account Assistant,Community AccountAssistant Employment Services,Thiruvananthapuram,"Technopark, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Accounting, Tally, Excel, MS Office","₹20,000 - ₹32,000",Full-time,1,Local employment opportunity,True
LOC0137,Junior Accountant,Local JuniorAccountant Services,Thiruvananthapuram,"Kazhakkoottam, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Accounting, Tally, GST, Excel, Bookkeeping","₹22,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0138,Digital Marketing Executive,City DigitalMarketingExecutive Solutions,Thiruvananthapuram,"Pattom, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Digital Marketing, SEO, Social Media, Communication, Content Writing","₹20,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0139,Teacher,Regional Teacher Center,Thiruvananthapuram,"Kesavadasapuram, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Teaching, Communication, Mathematics, Classroom Management","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0140,IT Support Technician,SkillBridge ITSupportTechnician Technologies,Thiruvananthapuram,"Kowdiar, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Computer Hardware, Networking, Troubleshooting, Windows","₹22,000 - ₹38,000",Full-time,1,Local employment opportunity,True
LOC0141,Python Developer,Community PythonDeveloper Business Hub,Thiruvananthapuram,"Technopark, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Python, SQL, Flask, Git, Communication","₹30,000 - ₹60,000",Full-time,1,Local employment opportunity,True
LOC0142,Web Developer,Local WebDeveloper Employment Services,Thiruvananthapuram,"Kazhakkoottam, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"HTML, CSS, JavaScript, React, Git","₹25,000 - ₹50,000",Full-time,1,Local employment opportunity,True
LOC0143,Graphic Designer,City GraphicDesigner Services,Thiruvananthapuram,"Pattom, Thiruvananthapuram, Kerala, India",8.5241,76.9366,"Graphic Design, Photoshop, Illustrator, Creativity","₹20,000 - ₹40,000",Full-time,1,Local employment opportunity,True
LOC0144,Data Entry Operator,Community DataEntryOperator Services,Kozhikode,"Nadakkavu, Kozhikode, Kerala, India",11.2588,75.7804,"MS Excel, MS Office, Data Entry, English Communication","₹15,000 - ₹22,000",Full-time,0,Local employment opportunity,True
LOC0145,Computer Operator,Local ComputerOperator Solutions,Kozhikode,"Mavoor Road, Kozhikode, Kerala, India",11.2588,75.7804,"MS Office, Excel, Computer Operations, Communication","₹16,000 - ₹24,000",Full-time,0,Local employment opportunity,True
LOC0146,Customer Support Executive,City CustomerSupportExecutive Center,Kozhikode,"Kallai, Kozhikode, Kerala, India",11.2588,75.7804,"Communication, Customer Service, English, Problem Solving","₹18,000 - ₹28,000",Full-time,0,Local employment opportunity,True
LOC0147,Sales Executive,Regional SalesExecutive Technologies,Kozhikode,"West Hill, Kozhikode, Kerala, India",11.2588,75.7804,"Sales, Communication, Customer Service, Negotiation","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0148,Office Assistant,SkillBridge OfficeAssistant Business Hub,Kozhikode,"Palayam, Kozhikode, Kerala, India",11.2588,75.7804,"MS Office, Excel, Data Entry, Communication","₹15,000 - ₹23,000",Full-time,0,Local employment opportunity,True
LOC0149,Account Assistant,Community AccountAssistant Employment Services,Kozhikode,"Nadakkavu, Kozhikode, Kerala, India",11.2588,75.7804,"Accounting, Tally, Excel, MS Office","₹20,000 - ₹32,000",Full-time,1,Local employment opportunity,True
LOC0150,Junior Accountant,Local JuniorAccountant Services,Kozhikode,"Mavoor Road, Kozhikode, Kerala, India",11.2588,75.7804,"Accounting, Tally, GST, Excel, Bookkeeping","₹22,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0151,Digital Marketing Executive,City DigitalMarketingExecutive Solutions,Kozhikode,"Kallai, Kozhikode, Kerala, India",11.2588,75.7804,"Digital Marketing, SEO, Social Media, Communication, Content Writing","₹20,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0152,Teacher,Regional Teacher Center,Kozhikode,"West Hill, Kozhikode, Kerala, India",11.2588,75.7804,"Teaching, Communication, Mathematics, Classroom Management","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0153,IT Support Technician,SkillBridge ITSupportTechnician Technologies,Kozhikode,"Palayam, Kozhikode, Kerala, India",11.2588,75.7804,"Computer Hardware, Networking, Troubleshooting, Windows","₹22,000 - ₹38,000",Full-time,1,Local employment opportunity,True
LOC0154,Python Developer,Community PythonDeveloper Business Hub,Kozhikode,"Nadakkavu, Kozhikode, Kerala, India",11.2588,75.7804,"Python, SQL, Flask, Git, Communication","₹30,000 - ₹60,000",Full-time,1,Local employment opportunity,True
LOC0155,Web Developer,Local WebDeveloper Employment Services,Kozhikode,"Mavoor Road, Kozhikode, Kerala, India",11.2588,75.7804,"HTML, CSS, JavaScript, React, Git","₹25,000 - ₹50,000",Full-time,1,Local employment opportunity,True
LOC0156,Graphic Designer,City GraphicDesigner Services,Kozhikode,"Kallai, Kozhikode, Kerala, India",11.2588,75.7804,"Graphic Design, Photoshop, Illustrator, Creativity","₹20,000 - ₹40,000",Full-time,1,Local employment opportunity,True
LOC0157,Data Entry Operator,Community DataEntryOperator Services,Kollam,"Chinnakada, Kollam, Kerala, India",8.8932,76.6141,"MS Excel, MS Office, Data Entry, English Communication","₹15,000 - ₹22,000",Full-time,0,Local employment opportunity,True
LOC0158,Computer Operator,Local ComputerOperator Solutions,Kollam,"Kadappakada, Kollam, Kerala, India",8.8932,76.6141,"MS Office, Excel, Computer Operations, Communication","₹16,000 - ₹24,000",Full-time,0,Local employment opportunity,True
LOC0159,Customer Support Executive,City CustomerSupportExecutive Center,Kollam,"Kottarakkara, Kollam, Kerala, India",8.8932,76.6141,"Communication, Customer Service, English, Problem Solving","₹18,000 - ₹28,000",Full-time,0,Local employment opportunity,True
LOC0160,Sales Executive,Regional SalesExecutive Technologies,Kollam,"Karunagappally, Kollam, Kerala, India",8.8932,76.6141,"Sales, Communication, Customer Service, Negotiation","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0161,Office Assistant,SkillBridge OfficeAssistant Business Hub,Kollam,"Asramam, Kollam, Kerala, India",8.8932,76.6141,"MS Office, Excel, Data Entry, Communication","₹15,000 - ₹23,000",Full-time,0,Local employment opportunity,True
LOC0162,Account Assistant,Community AccountAssistant Employment Services,Kollam,"Chinnakada, Kollam, Kerala, India",8.8932,76.6141,"Accounting, Tally, Excel, MS Office","₹20,000 - ₹32,000",Full-time,1,Local employment opportunity,True
LOC0163,Junior Accountant,Local JuniorAccountant Services,Kollam,"Kadappakada, Kollam, Kerala, India",8.8932,76.6141,"Accounting, Tally, GST, Excel, Bookkeeping","₹22,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0164,Digital Marketing Executive,City DigitalMarketingExecutive Solutions,Kollam,"Kottarakkara, Kollam, Kerala, India",8.8932,76.6141,"Digital Marketing, SEO, Social Media, Communication, Content Writing","₹20,000 - ₹35,000",Full-time,1,Local employment opportunity,True
LOC0165,Teacher,Regional Teacher Center,Kollam,"Karunagappally, Kollam, Kerala, India",8.8932,76.6141,"Teaching, Communication, Mathematics, Classroom Management","₹18,000 - ₹30,000",Full-time,0,Local employment opportunity,True
LOC0166,IT Support Technician,SkillBridge ITSupportTechnician Technologies,Kollam,"Asramam, Kollam, Kerala, India",8.8932,76.6141,"Computer Hardware, Networking, Troubleshooting, Windows","₹22,000 - ₹38,000",Full-time,1,Local employment opportunity,True
LOC0167,Python Developer,Community PythonDeveloper Business Hub,Kollam,"Chinnakada, Kollam, Kerala, India",8.8932,76.6141,"Python, SQL, Flask, Git, Communication","₹30,000 - ₹60,000",Full-time,1,Local employment opportunity,True
LOC0168,Web Developer,Local WebDeveloper Employment Services,Kollam,"Kadappakada, Kollam, Kerala, India",8.8932,76.6141,"HTML, CSS, JavaScript, React, Git","₹25,000 - ₹50,000",Full-time,1,Local employment opportunity,True
LOC0169,Graphic Designer,City GraphicDesigner Services,Kollam,"Kottarakkara, Kollam, Kerala, India",8.8932,76.6141,"Graphic Design, Photoshop, Illustrator, Creativity","₹20,000 - ₹40,000",Full-time,1,Local employment opportunity,True
