resume_id,job_id,job_title,company,ai_match_percentage,total_job_skills,matched_skill_count,skill_match_percentage,matched_skills,skill_gaps,skill_gap_count
38,24,,SpotOnMedia,38.12,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
38,43,,Mintifi Finserve Private Limited,37.54,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
38,5,,SREEDHARA ENTERPRISES,36.61,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
38,3,,Modtraa Design And Creation Incorporation,36.38,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
39,1,,Calipers Consulting Private Limited,54.67,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
39,43,,Mintifi Finserve Private Limited,51.22,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
39,39,,KnowledgeWorks Global Limited,50.17,1,1,100.0,english r,english proficiency spoken english proficiency written,1
39,37,,Urban Company,49.15,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
39,3,,Modtraa Design And Creation Incorporation,49.02,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
39,17,,SpotOnMedia,48.51,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
39,24,,SpotOnMedia,48.51,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
39,38,,Urban Company Ltd.,47.79,2,1,50.0,english r,"english proficiency written, ms-excel",2
39,5,,SREEDHARA ENTERPRISES,47.77,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
39,50,,Webvio Technologies,47.15,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
40,26,,Imarticus Learning,53.32,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
40,43,,Mintifi Finserve Private Limited,51.3,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
40,3,,Modtraa Design And Creation Incorporation,50.86,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
40,1,,Calipers Consulting Private Limited,50.66,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
40,35,,California Burrito,48.61,1,1,100.0,graphic design motion graphics r,brandingui ux designinterior designgraphic designdigital illustrationmotion graphics,1
40,39,,KnowledgeWorks Global Limited,48.22,1,1,100.0,english r,english proficiency spoken english proficiency written,1
40,37,,Urban Company,47.79,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
40,29,,GlobalStep Services Private Limited,46.98,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
40,48,,Zucol Group Of Companies,46.82,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
40,38,,Urban Company Ltd.,46.77,2,1,50.0,english r,"english proficiency written, ms-excel",2
41,43,,Mintifi Finserve Private Limited,47.9,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
41,1,,Calipers Consulting Private Limited,43.41,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
41,39,,KnowledgeWorks Global Limited,41.5,1,1,100.0,english r,english proficiency spoken english proficiency written,1
41,29,,GlobalStep Services Private Limited,41.49,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
41,3,,Modtraa Design And Creation Incorporation,41.0,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
41,37,,Urban Company,40.4,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
41,5,,SREEDHARA ENTERPRISES,39.81,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
41,8,,YES Italy Edutech Pvt. Ltd.,37.74,1,1,100.0,english r,lead generationsales managementenglish proficiency spoken sales,1
41,38,,Urban Company Ltd.,36.96,2,1,50.0,english r,"english proficiency written, ms-excel",2
41,22,,Faff,35.74,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
42,37,,Urban Company,50.66,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
42,3,,Modtraa Design And Creation Incorporation,48.25,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
42,1,,Calipers Consulting Private Limited,46.36,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
42,43,,Mintifi Finserve Private Limited,46.33,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
42,39,,KnowledgeWorks Global Limited,45.46,1,1,100.0,english r,english proficiency spoken english proficiency written,1
42,38,,Urban Company Ltd.,45.38,2,1,50.0,english r,"english proficiency written, ms-excel",2
42,5,,SREEDHARA ENTERPRISES,44.92,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
42,44,,Starcrest Services Pvt. Ltd.,40.2,1,1,100.0,r,ms-officerecruitment,1
42,47,,Scaler,39.46,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
42,29,,GlobalStep Services Private Limited,38.59,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
43,1,,Calipers Consulting Private Limited,38.09,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
43,39,,KnowledgeWorks Global Limited,38.02,1,1,100.0,english r,english proficiency spoken english proficiency written,1
43,38,,Urban Company Ltd.,36.9,2,1,50.0,english r,"english proficiency written, ms-excel",2
43,43,,Mintifi Finserve Private Limited,36.79,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
43,37,,Urban Company,36.16,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
43,3,,Modtraa Design And Creation Incorporation,35.98,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
43,5,,SREEDHARA ENTERPRISES,34.72,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
43,44,,Starcrest Services Pvt. Ltd.,33.69,1,1,100.0,r,ms-officerecruitment,1
43,29,,GlobalStep Services Private Limited,33.14,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
43,47,,Scaler,30.0,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
44,29,,GlobalStep Services Private Limited,28.82,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
44,25,,NoBroker Technologies Solutions Private Limited,28.57,1,0,0.0,,cold callinginside salesbusiness developmentsales,1
44,3,,Modtraa Design And Creation Incorporation,27.71,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
44,37,,Urban Company,27.7,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
44,43,,Mintifi Finserve Private Limited,26.93,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
44,39,,KnowledgeWorks Global Limited,26.4,1,1,100.0,english r,english proficiency spoken english proficiency written,1
44,6,,Godrej Capital,26.39,1,1,100.0,communication r,ms-officems-powerpointms-exceleffective communication,1
44,48,,Zucol Group Of Companies,26.12,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
44,9,,Internshala,25.79,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
44,10,,Internshala,25.79,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
45,37,,Urban Company,39.15,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
45,3,,Modtraa Design And Creation Incorporation,38.51,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
45,39,,KnowledgeWorks Global Limited,37.78,1,1,100.0,english r,english proficiency spoken english proficiency written,1
45,38,,Urban Company Ltd.,36.71,2,1,50.0,english r,"english proficiency written, ms-excel",2
45,43,,Mintifi Finserve Private Limited,36.59,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
45,5,,SREEDHARA ENTERPRISES,35.6,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
45,1,,Calipers Consulting Private Limited,34.88,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
45,35,,California Burrito,33.41,1,1,100.0,graphic design motion graphics r,brandingui ux designinterior designgraphic designdigital illustrationmotion graphics,1
45,47,,Scaler,32.27,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
45,31,,CREO,31.83,1,1,100.0,adobe illustrator adobe photoshop r,adobe photoshopadobe illustratoradobe indesigncanvafigma,1
46,7,,Leafoberryy,52.62,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
46,37,,Urban Company,51.25,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
46,43,,Mintifi Finserve Private Limited,50.91,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
46,5,,SREEDHARA ENTERPRISES,48.34,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
46,1,,Calipers Consulting Private Limited,48.28,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
46,38,,Urban Company Ltd.,47.8,2,1,50.0,english r,"english proficiency written, ms-excel",2
46,29,,GlobalStep Services Private Limited,44.67,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
46,27,,WWF India,43.89,1,1,100.0,r,public speakingsalesmarketing,1
46,2,,Gruhatara Estates,43.63,2,1,50.0,market research r,"market researchmarketing strategies, negotiationdigital marketing",2
46,39,,KnowledgeWorks Global Limited,42.84,1,1,100.0,english r,english proficiency spoken english proficiency written,1
47,7,,Leafoberryy,59.14,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
47,43,,Mintifi Finserve Private Limited,57.63,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
47,11,,Lishanth Enterprises,53.89,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
47,1,,Calipers Consulting Private Limited,53.7,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
47,17,,SpotOnMedia,51.34,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
47,24,,SpotOnMedia,51.34,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
47,37,,Urban Company,51.31,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
47,5,,SREEDHARA ENTERPRISES,50.16,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
47,9,,Internshala,48.89,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
47,10,,Internshala,48.89,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
48,7,,Leafoberryy,51.05,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
48,43,,Mintifi Finserve Private Limited,50.17,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
48,37,,Urban Company,46.4,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
48,5,,SREEDHARA ENTERPRISES,45.65,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
48,1,,Calipers Consulting Private Limited,45.5,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
48,17,,SpotOnMedia,44.39,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
48,24,,SpotOnMedia,44.39,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
48,2,,Gruhatara Estates,42.58,2,1,50.0,market research r,"market researchmarketing strategies, negotiationdigital marketing",2
48,3,,Modtraa Design And Creation Incorporation,41.13,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
48,9,,Internshala,40.87,1,1,100.0,communication english r,negotiationproblem solvingenglish proficiency spoken saleseffective communication,1
49,43,,Mintifi Finserve Private Limited,53.14,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
49,7,,Leafoberryy,53.1,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
49,1,,Calipers Consulting Private Limited,52.73,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
49,5,,SREEDHARA ENTERPRISES,51.15,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
49,17,,SpotOnMedia,51.03,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
49,24,,SpotOnMedia,51.03,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
49,11,,Lishanth Enterprises,49.76,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
49,40,,RMSI Private Limited,48.68,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
49,45,,Lishanth Enterprises,46.34,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
49,37,,Urban Company,45.98,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
50,7,,Leafoberryy,59.62,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
50,17,,SpotOnMedia,53.64,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
50,24,,SpotOnMedia,53.64,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
50,43,,Mintifi Finserve Private Limited,53.36,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
50,11,,Lishanth Enterprises,51.13,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
50,5,,SREEDHARA ENTERPRISES,49.46,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
50,37,,Urban Company,49.36,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
50,1,,Calipers Consulting Private Limited,47.89,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
50,26,,Imarticus Learning,47.82,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
50,14,,NYX,46.07,1,1,100.0,r,negotiationdigital marketingclient relationship management crm client relationshiplinkedin marketingbusiness developmentgoogle workspace+5 more,1
51,43,,Mintifi Finserve Private Limited,43.54,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
51,39,,KnowledgeWorks Global Limited,38.52,1,1,100.0,english r,english proficiency spoken english proficiency written,1
51,5,,SREEDHARA ENTERPRISES,38.08,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
51,44,,Starcrest Services Pvt. Ltd.,38.02,1,1,100.0,r,ms-officerecruitment,1
51,29,,GlobalStep Services Private Limited,37.54,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
51,37,,Urban Company,36.66,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
51,1,,Calipers Consulting Private Limited,36.23,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
51,6,,Godrej Capital,34.92,1,1,100.0,communication r,ms-officems-powerpointms-exceleffective communication,1
51,7,,Leafoberryy,34.08,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
51,38,,Urban Company Ltd.,33.81,2,1,50.0,english r,"english proficiency written, ms-excel",2
52,36,,Medi Assist Healthcare Private Limited,22.42,1,1,100.0,medical terminology r terminology,medical terminology,1
52,49,,Cloudnine Hospital,21.9,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
52,43,,Mintifi Finserve Private Limited,21.03,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
52,1,,Calipers Consulting Private Limited,20.86,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
52,37,,Urban Company,20.09,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
52,47,,Scaler,19.11,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
52,26,,Imarticus Learning,18.72,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
52,38,,Urban Company Ltd.,17.59,2,1,50.0,english r,"english proficiency written, ms-excel",2
52,39,,KnowledgeWorks Global Limited,17.46,1,1,100.0,english r,english proficiency spoken english proficiency written,1
52,3,,Modtraa Design And Creation Incorporation,16.72,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
53,3,,Modtraa Design And Creation Incorporation,36.11,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
53,1,,Calipers Consulting Private Limited,36.0,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
53,39,,KnowledgeWorks Global Limited,32.42,1,1,100.0,english r,english proficiency spoken english proficiency written,1
53,47,,Scaler,32.41,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
53,29,,GlobalStep Services Private Limited,32.15,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
53,5,,SREEDHARA ENTERPRISES,31.0,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
53,43,,Mintifi Finserve Private Limited,30.81,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
53,17,,SpotOnMedia,30.79,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
53,24,,SpotOnMedia,30.79,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
53,37,,Urban Company,29.03,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
54,43,,Mintifi Finserve Private Limited,43.5,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
54,5,,SREEDHARA ENTERPRISES,41.89,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
54,29,,GlobalStep Services Private Limited,41.88,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
54,17,,SpotOnMedia,41.78,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
54,24,,SpotOnMedia,41.78,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
54,37,,Urban Company,41.02,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
54,1,,Calipers Consulting Private Limited,40.28,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
54,7,,Leafoberryy,39.62,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
54,11,,Lishanth Enterprises,38.65,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
54,38,,Urban Company Ltd.,38.6,2,1,50.0,english r,"english proficiency written, ms-excel",2
55,1,,Calipers Consulting Private Limited,37.63,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
55,37,,Urban Company,36.44,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
55,43,,Mintifi Finserve Private Limited,35.22,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
55,5,,SREEDHARA ENTERPRISES,34.95,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
55,39,,KnowledgeWorks Global Limited,34.93,1,1,100.0,english r,english proficiency spoken english proficiency written,1
55,7,,Leafoberryy,33.74,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
55,17,,SpotOnMedia,32.26,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
55,24,,SpotOnMedia,32.26,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
55,29,,GlobalStep Services Private Limited,32.13,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
55,47,,Scaler,32.08,1,1,100.0,communication english hindi r,english proficiency spoken hindi proficiency spoken effective communication,1
56,36,,Medi Assist Healthcare Private Limited,29.49,1,1,100.0,medical terminology r terminology,medical terminology,1
56,29,,GlobalStep Services Private Limited,28.28,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
56,2,,Gruhatara Estates,27.88,2,1,50.0,market research r,"market researchmarketing strategies, negotiationdigital marketing",2
56,3,,Modtraa Design And Creation Incorporation,27.62,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
56,5,,SREEDHARA ENTERPRISES,27.48,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
56,1,,Calipers Consulting Private Limited,25.89,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
56,21,,Fitelo,25.77,1,1,100.0,communication english r,client relationshipenglish proficiency spoken english proficiency written effective communication,1
56,49,,Cloudnine Hospital,24.88,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
56,7,,Leafoberryy,24.85,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
56,12,,Belstar MicroFinance Limited,23.82,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
57,38,,Urban Company Ltd.,38.29,2,1,50.0,english r,"english proficiency written, ms-excel",2
57,39,,KnowledgeWorks Global Limited,38.07,1,1,100.0,english r,english proficiency spoken english proficiency written,1
57,3,,Modtraa Design And Creation Incorporation,37.99,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
57,37,,Urban Company,37.02,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
57,1,,Calipers Consulting Private Limited,36.54,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
57,44,,Starcrest Services Pvt. Ltd.,36.37,1,1,100.0,r,ms-officerecruitment,1
57,5,,SREEDHARA ENTERPRISES,34.73,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
57,29,,GlobalStep Services Private Limited,34.39,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
57,43,,Mintifi Finserve Private Limited,31.61,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
57,49,,Cloudnine Hospital,29.16,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
58,5,,SREEDHARA ENTERPRISES,48.37,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
58,3,,Modtraa Design And Creation Incorporation,47.15,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
58,39,,KnowledgeWorks Global Limited,46.7,1,1,100.0,english r,english proficiency spoken english proficiency written,1
58,38,,Urban Company Ltd.,46.63,2,1,50.0,english r,"english proficiency written, ms-excel",2
58,37,,Urban Company,46.45,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
58,43,,Mintifi Finserve Private Limited,44.49,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
58,1,,Calipers Consulting Private Limited,42.47,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
58,35,,California Burrito,42.22,1,1,100.0,graphic design motion graphics r,brandingui ux designinterior designgraphic designdigital illustrationmotion graphics,1
58,44,,Starcrest Services Pvt. Ltd.,41.05,1,1,100.0,r,ms-officerecruitment,1
58,34,,Ashiana Housing Limited,40.57,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
59,1,,Calipers Consulting Private Limited,45.94,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
59,34,,Ashiana Housing Limited,43.41,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
59,26,,Imarticus Learning,42.88,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
59,3,,Modtraa Design And Creation Incorporation,42.68,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
59,43,,Mintifi Finserve Private Limited,41.74,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
59,5,,SREEDHARA ENTERPRISES,41.62,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
59,39,,KnowledgeWorks Global Limited,40.41,1,1,100.0,english r,english proficiency spoken english proficiency written,1
59,17,,SpotOnMedia,38.75,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
59,24,,SpotOnMedia,38.75,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
59,29,,GlobalStep Services Private Limited,38.56,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
60,34,,Ashiana Housing Limited,42.72,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
60,3,,Modtraa Design And Creation Incorporation,39.92,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
60,29,,GlobalStep Services Private Limited,37.69,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
60,5,,SREEDHARA ENTERPRISES,35.78,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
