resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
35,9,,Internshala,Gurgaon,,0.2612,26.12,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
36,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5407,54.07,english; r,English Proficiency (Spoken)English Proficiency (Written)
36,43,,Mintifi Finserve Private Limited,Mumbai,,0.528,52.8,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
36,29,,GlobalStep Services Private Limited,Pune,,0.5087,50.87,r,RecruitmentResume screeningInterview Coordination
36,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.5035,50.35,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
36,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4908,49.08,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
36,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4889,48.89,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
36,47,,Scaler,Bangalore,,0.4576,45.76,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
36,48,,Zucol Group Of Companies,Pune,,0.4552,45.52,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
36,37,,Urban Company,Bangalore,,0.4458,44.58,english; r,"MS-Excel, English Proficiency (Spoken)"
36,38,,Urban Company Ltd.,Bangalore,,0.4157,41.57,english; r,"MS-Excel, English Proficiency (Written)"
37,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.478,47.8,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
37,43,,Mintifi Finserve Private Limited,Mumbai,,0.42,42.0,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
37,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4194,41.94,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
37,26,,Imarticus Learning,"Mumbai, Noida",,0.4167,41.67,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
37,17,,SpotOnMedia,Work from home,,0.4166,41.66,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
37,24,,SpotOnMedia,Work from home,,0.4166,41.66,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
37,4,,CCL Advisors,Mumbai,,0.4163,41.63,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
37,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.415,41.5,,Cold CallingInside SalesBusiness DevelopmentSales
37,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.398,39.8,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
37,35,,California Burrito,Bangalore,,0.3957,39.57,graphic design; motion graphics; r,BrandingUI & UX DesignInterior designGraphic DesignDigital IllustrationMotion Graphics
38,50,,Webvio Technologies,Delhi,,0.437,43.7,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
38,26,,Imarticus Learning,"Mumbai, Noida",,0.4235,42.35,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
38,7,,Leafoberryy,Mumbai,,0.4145,41.45,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
38,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4086,40.86,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
38,23,,Netcore Cloud,"Thane, Mumbai",,0.3946,39.46,r; sql; sql server,HTMLLinuxMS SQL Server
38,17,,SpotOnMedia,Work from home,,0.3812,38.12,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
38,24,,SpotOnMedia,Work from home,,0.3812,38.12,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
38,43,,Mintifi Finserve Private Limited,Mumbai,,0.3754,37.54,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
38,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3661,36.61,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
38,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3638,36.38,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
39,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5467,54.67,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
39,43,,Mintifi Finserve Private Limited,Mumbai,,0.5122,51.22,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
39,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5017,50.17,english; r,English Proficiency (Spoken)English Proficiency (Written)
39,37,,Urban Company,Bangalore,,0.4915,49.15,english; r,"MS-Excel, English Proficiency (Spoken)"
39,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4902,49.02,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
39,17,,SpotOnMedia,Work from home,,0.4851,48.51,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
39,24,,SpotOnMedia,Work from home,,0.4851,48.51,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
39,38,,Urban Company Ltd.,Bangalore,,0.4779,47.79,english; r,"MS-Excel, English Proficiency (Written)"
39,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4777,47.77,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
39,50,,Webvio Technologies,Delhi,,0.4715,47.15,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
40,26,,Imarticus Learning,"Mumbai, Noida",,0.5332,53.32,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
40,43,,Mintifi Finserve Private Limited,Mumbai,,0.513,51.3,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
40,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.5086,50.86,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
40,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5066,50.66,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
40,35,,California Burrito,Bangalore,,0.4861,48.61,graphic design; motion graphics; r,BrandingUI & UX DesignInterior designGraphic DesignDigital IllustrationMotion Graphics
40,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4822,48.22,english; r,English Proficiency (Spoken)English Proficiency (Written)
40,37,,Urban Company,Bangalore,,0.4779,47.79,english; r,"MS-Excel, English Proficiency (Spoken)"
40,29,,GlobalStep Services Private Limited,Pune,,0.4698,46.98,r,RecruitmentResume screeningInterview Coordination
40,48,,Zucol Group Of Companies,Pune,,0.4682,46.82,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
40,38,,Urban Company Ltd.,Bangalore,,0.4677,46.77,english; r,"MS-Excel, English Proficiency (Written)"
41,43,,Mintifi Finserve Private Limited,Mumbai,,0.479,47.9,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
41,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4341,43.41,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
41,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.415,41.5,english; r,English Proficiency (Spoken)English Proficiency (Written)
41,29,,GlobalStep Services Private Limited,Pune,,0.4149,41.49,r,RecruitmentResume screeningInterview Coordination
41,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.41,41.0,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
41,37,,Urban Company,Bangalore,,0.404,40.4,english; r,"MS-Excel, English Proficiency (Spoken)"
41,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3981,39.81,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
41,8,,YES Italy Edutech Pvt. Ltd.,"Delhi, Mumbai",,0.3774,37.74,english; r,Lead GenerationSales ManagementEnglish Proficiency (Spoken)Sales
41,38,,Urban Company Ltd.,Bangalore,,0.3696,36.96,english; r,"MS-Excel, English Proficiency (Written)"
41,22,,Faff,Bangalore,,0.3574,35.74,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
42,37,,Urban Company,Bangalore,,0.5066,50.66,english; r,"MS-Excel, English Proficiency (Spoken)"
42,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4825,48.25,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
42,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4636,46.36,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
42,43,,Mintifi Finserve Private Limited,Mumbai,,0.4633,46.33,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
42,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4546,45.46,english; r,English Proficiency (Spoken)English Proficiency (Written)
42,38,,Urban Company Ltd.,Bangalore,,0.4538,45.38,english; r,"MS-Excel, English Proficiency (Written)"
42,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4492,44.92,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
42,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.402,40.2,r,MS-OfficeRecruitment
42,47,,Scaler,Bangalore,,0.3946,39.46,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
42,29,,GlobalStep Services Private Limited,Pune,,0.3859,38.59,r,RecruitmentResume screeningInterview Coordination
43,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3809,38.09,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
43,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3802,38.02,english; r,English Proficiency (Spoken)English Proficiency (Written)
43,38,,Urban Company Ltd.,Bangalore,,0.369,36.9,english; r,"MS-Excel, English Proficiency (Written)"
43,43,,Mintifi Finserve Private Limited,Mumbai,,0.3679,36.79,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
43,37,,Urban Company,Bangalore,,0.3616,36.16,english; r,"MS-Excel, English Proficiency (Spoken)"
43,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3598,35.98,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
43,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3472,34.72,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
43,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3369,33.69,r,MS-OfficeRecruitment
43,29,,GlobalStep Services Private Limited,Pune,,0.3314,33.14,r,RecruitmentResume screeningInterview Coordination
43,47,,Scaler,Bangalore,,0.3,30.0,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
44,29,,GlobalStep Services Private Limited,Pune,,0.2882,28.82,r,RecruitmentResume screeningInterview Coordination
44,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.2857,28.57,,Cold CallingInside SalesBusiness DevelopmentSales
44,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.2771,27.71,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
44,37,,Urban Company,Bangalore,,0.277,27.7,english; r,"MS-Excel, English Proficiency (Spoken)"
44,43,,Mintifi Finserve Private Limited,Mumbai,,0.2693,26.93,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
44,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.264,26.4,english; r,English Proficiency (Spoken)English Proficiency (Written)
44,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.2639,26.39,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
44,48,,Zucol Group Of Companies,Pune,,0.2612,26.12,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
44,9,,Internshala,Gurgaon,,0.2579,25.79,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
44,10,,Internshala,Gurgaon,,0.2579,25.79,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
45,37,,Urban Company,Bangalore,,0.3915,39.15,english; r,"MS-Excel, English Proficiency (Spoken)"
45,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3851,38.51,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
45,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3778,37.78,english; r,English Proficiency (Spoken)English Proficiency (Written)
45,38,,Urban Company Ltd.,Bangalore,,0.3671,36.71,english; r,"MS-Excel, English Proficiency (Written)"
45,43,,Mintifi Finserve Private Limited,Mumbai,,0.3659,36.59,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
45,5,,SREEDHARA ENTERPRISES,Bangalore,,0.356,35.6,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
45,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3488,34.88,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
45,35,,California Burrito,Bangalore,,0.3341,33.41,graphic design; motion graphics; r,BrandingUI & UX DesignInterior designGraphic DesignDigital IllustrationMotion Graphics
45,47,,Scaler,Bangalore,,0.3227,32.27,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
45,31,,CREO,Bangalore,,0.3183,31.83,adobe illustrator; adobe photoshop; r,Adobe PhotoshopAdobe IllustratorAdobe InDesignCanvaFigma
46,7,,Leafoberryy,Mumbai,,0.5262,52.62,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
46,37,,Urban Company,Bangalore,,0.5125,51.25,english; r,"MS-Excel, English Proficiency (Spoken)"
46,43,,Mintifi Finserve Private Limited,Mumbai,,0.5091,50.91,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
46,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4834,48.34,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
46,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4828,48.28,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
46,38,,Urban Company Ltd.,Bangalore,,0.478,47.8,english; r,"MS-Excel, English Proficiency (Written)"
46,29,,GlobalStep Services Private Limited,Pune,,0.4467,44.67,r,RecruitmentResume screeningInterview Coordination
46,27,,WWF India,Chennai,,0.4389,43.89,r,Public SpeakingSalesMarketing
46,2,,Gruhatara Estates,Bangalore,,0.4363,43.63,market research; r,"NegotiationDigital Marketing, Market researchMarketing Strategies"
46,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4284,42.84,english; r,English Proficiency (Spoken)English Proficiency (Written)
47,7,,Leafoberryy,Mumbai,,0.5914,59.14,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
47,43,,Mintifi Finserve Private Limited,Mumbai,,0.5763,57.63,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
47,11,,Lishanth Enterprises,Vijayawada,,0.5389,53.89,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
47,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.537,53.7,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
47,17,,SpotOnMedia,Work from home,,0.5134,51.34,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
47,24,,SpotOnMedia,Work from home,,0.5134,51.34,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
47,37,,Urban Company,Bangalore,,0.5131,51.31,english; r,"MS-Excel, English Proficiency (Spoken)"
47,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5016,50.16,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
47,9,,Internshala,Gurgaon,,0.4889,48.89,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
47,10,,Internshala,Gurgaon,,0.4889,48.89,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
48,7,,Leafoberryy,Mumbai,,0.5105,51.05,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
48,43,,Mintifi Finserve Private Limited,Mumbai,,0.5017,50.17,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
48,37,,Urban Company,Bangalore,,0.464,46.4,english; r,"MS-Excel, English Proficiency (Spoken)"
48,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4565,45.65,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
48,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.455,45.5,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
48,17,,SpotOnMedia,Work from home,,0.4439,44.39,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
48,24,,SpotOnMedia,Work from home,,0.4439,44.39,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
48,2,,Gruhatara Estates,Bangalore,,0.4258,42.58,market research; r,"NegotiationDigital Marketing, Market researchMarketing Strategies"
48,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4113,41.13,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
48,9,,Internshala,Gurgaon,,0.4087,40.87,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
49,43,,Mintifi Finserve Private Limited,Mumbai,,0.5314,53.14,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
49,7,,Leafoberryy,Mumbai,,0.531,53.1,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
49,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5273,52.73,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
49,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5115,51.15,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
49,17,,SpotOnMedia,Work from home,,0.5103,51.03,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
49,24,,SpotOnMedia,Work from home,,0.5103,51.03,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
49,11,,Lishanth Enterprises,Vijayawada,,0.4976,49.76,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
49,40,,RMSI Private Limited,Hyderabad,,0.4868,48.68,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
49,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.4634,46.34,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
49,37,,Urban Company,Bangalore,,0.4598,45.98,english; r,"MS-Excel, English Proficiency (Spoken)"
50,7,,Leafoberryy,Mumbai,,0.5962,59.62,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
50,17,,SpotOnMedia,Work from home,,0.5364,53.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
50,24,,SpotOnMedia,Work from home,,0.5364,53.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
50,43,,Mintifi Finserve Private Limited,Mumbai,,0.5336,53.36,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
50,11,,Lishanth Enterprises,Vijayawada,,0.5113,51.13,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
50,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4946,49.46,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
50,37,,Urban Company,Bangalore,,0.4936,49.36,english; r,"MS-Excel, English Proficiency (Spoken)"
50,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4789,47.89,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
50,26,,Imarticus Learning,"Mumbai, Noida",,0.4782,47.82,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
50,14,,NYX,Work from home,,0.4607,46.07,r,NegotiationDigital MarketingClient Relationship Management (CRM)Client RelationshipLinkedIn MarketingBusiness DevelopmentGoogle Workspace+5 more
51,43,,Mintifi Finserve Private Limited,Mumbai,,0.4354,43.54,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
51,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3852,38.52,english; r,English Proficiency (Spoken)English Proficiency (Written)
51,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3808,38.08,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
51,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3802,38.02,r,MS-OfficeRecruitment
51,29,,GlobalStep Services Private Limited,Pune,,0.3754,37.54,r,RecruitmentResume screeningInterview Coordination
51,37,,Urban Company,Bangalore,,0.3666,36.66,english; r,"MS-Excel, English Proficiency (Spoken)"
51,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3623,36.23,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
51,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.3492,34.92,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
51,7,,Leafoberryy,Mumbai,,0.3408,34.08,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
51,38,,Urban Company Ltd.,Bangalore,,0.3381,33.81,english; r,"MS-Excel, English Proficiency (Written)"
52,36,,Medi Assist Healthcare Private Limited,Mumbai,,0.2242,22.42,medical terminology; r; terminology,Medical Terminology
52,49,,Cloudnine Hospital,Bangalore,,0.219,21.9,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
52,43,,Mintifi Finserve Private Limited,Mumbai,,0.2103,21.03,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
52,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2086,20.86,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
52,37,,Urban Company,Bangalore,,0.2009,20.09,english; r,"MS-Excel, English Proficiency (Spoken)"
52,47,,Scaler,Bangalore,,0.1911,19.11,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
52,26,,Imarticus Learning,"Mumbai, Noida",,0.1872,18.72,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
52,38,,Urban Company Ltd.,Bangalore,,0.1759,17.59,english; r,"MS-Excel, English Proficiency (Written)"
52,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.1746,17.46,english; r,English Proficiency (Spoken)English Proficiency (Written)
52,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.1672,16.72,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
53,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3611,36.11,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
