source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,description,created,redirect_url,profession_category,search_term
Adzuna,4686705230,Java Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,LOOKING FOR JAVA DEVELOPERNAME OF THE COMPANY ; DATA PROMPTLOCATION; CHENNAI /AMBATTURSALARY; 15000/ PER MONTHQUALIFICATION ; B.E / B.TECH/ M.TECH /B.SC /B.C.A /M.SC ( CS / IT/EEE/ECE)CAB AND FOOD FREEGENDER; MALE BOND ; 2 YEAREMAIL ID ;hreligereindiagmail.com,2024-05-10T07:38:53Z,https://www.adzuna.in/details/4686705230?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5850377187,Java developer,V Soft Consulting Corporation Private Limited,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"We are looking for an experienced Java Developer to join our dynamic team in India. The ideal candidate will have a strong background in Java development and a passion for building high-quality software solutions. Responsibilities Develop and maintain Java applications Collaborate with cross-functional teams to define, design, and ship new features Troubleshoot and debug applications Write clean, scalable code using Java programming languages Participate in code reviews and ensure adherence to …",2026-08-21T07:39:08Z,https://www.adzuna.in/details/5850377187?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5836583699,Java Developer,CBTS,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,contract,full_time,IT Jobs,"Job Title Java Developer – Security Remediation (Contract) Job Summary We are seeking experienced Java Developers to join a focused remediation team responsible for addressing security issues in legacy web applications. In this hands-on role, you will work on fixing identified vulnerabilities and upgrading outdated libraries. The position requires strong familiarity with Java-based web applications built on legacy technologies. Key Responsibilities Analyze and remediate security vulnerabilities…",2026-08-11T16:00:22Z,https://www.adzuna.in/details/5836583699?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4590721787,Java Developer,People First Consultants,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,full_time,IT Jobs,"Requirements: Java developer responsibilities include designing, developing, Testing and delivering high-volume, low-latency applications for mission-critical systems. 1. Proven hands-on Software Development experience 2. Proven working experience in Java development 3. Hands on experience in developing applications using Java EE platforms 4. Profound insight of Java and JEE internals (Classloading, Memory Management, Transaction management etc) 5. Excellent knowledge of Relational Databases, S…",2024-03-03T15:32:57Z,https://www.adzuna.in/details/4590721787?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3468845469,Java Developer,Jobdost,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,1800000.0,0,,full_time,IT Jobs,"Position Description: Java Developer (6 Years. experience) Java, J2EE, Web Services, XML, interface analysis and design JSF Object Oriented Design/ Analysis Knowledge of XML and relational databases (Microsoft SQL Server) TomCat, websphere HTML5, Angular JS, Javascript SOAP, RESTful WebServices Springboot, PCF, Spring cloud services Skills Required: Java Developer (6 Years. experience) Java, J2EE, Web Services, XML, interface analysis and design JSF Object Oriented Design/ Analysis Knowledge of…",2022-09-08T06:48:03Z,https://www.adzuna.in/details/3468845469?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5331120250,Java Developer,kaldan soft,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,100000.0,1200000.0,0,,full_time,IT Jobs,"Role: Java Developer Overall: 4 to 8 Years Location: Chennai Notice: Immediate to short joiners Job Description : We are looking for a skilled and enthusiastic Java Developer to join our team in Chennai . The ideal candidate should have strong hands-on experience in Java development with a focus on backend frameworks such as Spring Boot and Hibernate . If you’re passionate about clean code, scalable applications, and delivering robust software solutions—this is the role for you. Key Responsibil…",2025-08-01T07:43:11Z,https://www.adzuna.in/details/5331120250?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5832798325,Java Developer,Getronics,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"6 years of professional experience in java development, with a history of working on large and complex applications with high business and customer impact Minimum of 6 years of professional experience with Java, Spring Boot, microservices and RESTful API development. Database Knowledge: minimum of 6 years of professional experience working with relational databases (e.g., MySQL, PostgreSQL) and experience with ORM frameworks like Hibernate. Must have Experience in at least one cloud platform - …",2026-08-08T07:31:16Z,https://www.adzuna.in/details/5832798325?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3098924811,Java Developer,Indium Software,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,600000.0,1500000.0,0,,full_time,IT Jobs,"Job Description 4 years Java developer. Very Strong Java Coding skills. API and Microservices experience Skills:- J2EE, Spring Boot and Hibernate (Java)",2022-05-03T05:23:39Z,https://www.adzuna.in/details/3098924811?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3214410917,Java developer,Rexon Proserv,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,300000.0,500000.0,0,,full_time,IT Jobs,"3-5 years of experience in development of Java based Web software solutions Expertise in Full Stack Java development using Java frameworks and libraries such as Spring, Spring Boot, Hibernate and Maven with Oracle database Have knowledge and experience with at least one of the following frontend technologies: ReactJS or Angular 2 Knowledge of JavaScript, HTML5, CSS3 Have good written and verbal English language communication skills with an ability to work effectively in an international environ…",2022-06-10T06:15:14Z,https://www.adzuna.in/details/3214410917?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5291136623,JAVA Developer,Wissen Technology,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,full_time,IT Jobs,"Job Title: Java Developer Location: Chennai Experience: 3 Years Employment Type: Full-time Job Description: We are looking for a skilled and passionate Java Developer with a strong foundation in Core Java and Object-Oriented Programming concepts. The ideal candidate should possess excellent communication skills and have hands-on experience with multi-threading, collections, databases, and backend development frameworks like Spring and Spring Boot. Exposure to cloud platforms and frontend techno…",2025-07-08T06:34:38Z,https://www.adzuna.in/details/5291136623?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5245554024,Java Developer,strektech,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1500000.0,3000000.0,0,,full_time,IT Jobs,"Hiring for Java Developer Experience : 5 to 10 yrs Notice Period : 0 to 15 days Location : Pune Work Mode : WFO (5 days) As Java developer you would be expected to perform many duties throughout the development lifecycle of applications, from concept and design right through to testing. Here are some of the responsibilities you may have: Develop high-level design and define software architecture Implement and maintain quality systems within the group Proficiently estimates, design approaches an…",2025-06-12T05:02:54Z,https://www.adzuna.in/details/5245554024?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5331120249,Java developer,kaldan soft,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,100000.0,1200000.0,0,,full_time,IT Jobs,"Job Description : We are looking for a skilled and enthusiastic Java Developer to join our team in Chennai . The ideal candidate should have strong hands-on experience in Java development with a focus on backend frameworks such as Spring Boot and Hibernate . If you’re passionate about clean code, scalable applications, and delivering robust software solutions—this is the role for you. Key Responsibilities : Design, develop, test, and maintain backend applications using Java , Spring Boot , and …",2025-08-01T07:43:11Z,https://www.adzuna.in/details/5331120249?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3990530512,JAVA Developer,Praveza Consultancy Private Limited,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,1500000.0,0,,full_time,IT Jobs,"Job titles associated with this role: Software Engineer (Java) / Sr. Software Engineer (Java) Years of Experience: 4 - 7 yrs What you'll do: * Deliver tactical and strategic improvements to large-scale Java/J2EE/Mobile based product * Formulates and defines system scope and objectives through research and fact-finding to develop or modify moderately complex information systems * Design, develop and test Java-based solutions using common standards and frameworks such as JAXB, JAX-WS, JAX-RS, JPA…",2023-03-21T08:34:24Z,https://www.adzuna.in/details/3990530512?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5461968371,Java Developer,Talent Crusader,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1500000.0,2400000.0,0,,full_time,IT Jobs,"Title:- Java Backend Developer Location:- Chennai ll Kochi ll Trivandrum Employment Type:- Full time Experience Required:- 5 years Qualifications: Bachelor’s degree in Computer Science, Engineering, or related field (or equivalent experience). 5 to 11 years of relevant work experience in Java development. Java, Spring, Spring boot, Micro services Additional Skills (Optional): Experience with cloud platforms such as AWS, Azure, or Google Cloud. Knowledge of Agile methodologies and tools like Jir…",2025-10-24T09:28:10Z,https://www.adzuna.in/details/5461968371?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4686707584,Java Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,We are Hearing For- ( Java Developer ) 1) Java 7 / Java 8 2) Spring 3.0/Spring 4.0 (Core AOP Web MVC) 3) Hibernate 4) SOAP Rest Web services generation and consumption 5) Spring Boot Spring Batch Spring JDBC 6) Micro services 7) Design patterns 8) Experience on PCF or AWS,2024-05-10T07:39:10Z,https://www.adzuna.in/details/4686707584?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5282949228,java developer,kaldan soft,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,100000.0,1200000.0,0,,full_time,IT Jobs,"Job Description – Senior Java Developer (Spring Boot / Microservices) Location: Chennai, India Experience: 4 Years Availability: Immediate Joiner About the Role: We are looking for a highly skilled Java Developer with over 5 years of hands-on experience in building scalable backend systems using Java, Spring Boot, and Microservices architecture . The ideal candidate will have strong problem-solving skills, deep knowledge of backend frameworks, and a solid understanding of JUnit-based testing . …",2025-07-04T06:31:08Z,https://www.adzuna.in/details/5282949228?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5213369884,Java Developer,Zentrix nexus,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,400000.0,700000.0,0,,full_time,IT Jobs,Hiring for Java Developer Freshers to Experienced with probation training come full time employment. Skills:- MERN Stack and Fullstack Developer,2025-05-24T04:56:12Z,https://www.adzuna.in/details/5213369884?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,1972324674,Java Developer,Applied Data Finance,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,1200000.0,0,,full_time,IT Jobs,"Qualification & Experience: Bachelor of Engineering, preferably in Computer Science/or related fields or Masters, from a premier college 2 to 6 years overall software development experience Proven hands-on Software Development experience Ability to work with an agile mindset Having a polyglot mindset to think beyond one programming language/framework to choose the right tech stack for the right problem and exhibit learnability to pick up new technologies Proven working experience in Java develo…",2021-02-05T04:43:10Z,https://www.adzuna.in/details/1972324674?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2424489582,Java Developer,KSoft Technologies,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,700000.0,0,,full_time,IT Jobs,"Job Title: Java Developer Experience: 1year to 5 years Location: Chennai Job Description : Design & development of Java applications using Java EE, Spring Boot, Database Experience in designing, analyzing, coding and troubleshooting large-scale distributed systems Ensuring continuous professional self-development Strong core Java skills - Multithreading, Collections, Concurrent programming Should have knowledge of OOPS, Design Patterns and data structure Should have strong understanding of data…",2021-09-02T02:58:17Z,https://www.adzuna.in/details/2424489582?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4686700693,Java Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,Hi We have an urgent requirement for java developer. Trainer candidates preferrable. Non trained candidates also fine. Its an pure back door process job surity available. . Intrested candidates ping me in whats app,2024-05-10T07:38:20Z,https://www.adzuna.in/details/4686700693?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4752831582,java developer,Sadup Softech,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,1500000.0,0,,full_time,IT Jobs,"Designation : Java developer Experience : 6yrs Must have skills 6 to 8 years Java, JEE, Spring Boot, Microservices, REST Good knowledge of data structures and algorithm concepts Skills:- J2EE, Spring Boot and Hibernate (Java)",2024-06-26T10:24:18Z,https://www.adzuna.in/details/4752831582?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2335672844,Java Developer,Crewmates,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,900000.0,0,permanent,full_time,IT Jobs,"Hi Professionals, We are looking for Java Developer for Reputed Client Chennai Permanent role Work Location : Chennai Experience : 4 Years Skills : Java, Microservices, Springboot Notice period : Immediate to 30 Days Regards, Pavithra R, Skills:- Java, Microservices and Spring Boot",2021-07-22T20:59:02Z,https://www.adzuna.in/details/2335672844?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3487898143,Java Developer,Bohiyaanam Talent Solutions,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,100000.0,1500000.0,0,,full_time,IT Jobs,"Hi All, I am Hiring Java Developer for Reputed MNC Organization in Chennai Job Location :- Chennai Now its WFH but after some time have to go to Chennai Skills :- Springboot, Microservices. Notice period :- Immediate - 15 days Exp:- 5-8years Skills:- Spring Boot and Microservices",2022-09-15T06:52:29Z,https://www.adzuna.in/details/3487898143?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4686707668,Java Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"We are looking for a resource who is strong in Java, J2EE &Spring Java Developer position at Chennai Location. We are conducting a Scheduled Weekend drive on 11th Jan'20 Sholinganallur to fulfil all the open positions. Job Description: Good Experience in Java, J2EE Good Experience in Spring Good Communication and Attitude.",2024-05-10T07:39:11Z,https://www.adzuna.in/details/4686707668?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3716704773,Java Developer,Getinz,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,1500000.0,0,,full_time,IT Jobs,"Hiring for India's first tech enabled marketplace , the capital markets investors with institutions, small enterprises and individuals ,a mission to offer efficient and customized financial solutions to individuals, enterprises and institutions. Role : Java Developer Experience : 4 - 7 years Location : Anna salai, Chennai Interview Mode : Face to Face Looking for candidates who can join within 30 days Key responsibilities : Must worked on Spring Boot as an individual contributor. Develop a dist…",2022-11-24T05:56:20Z,https://www.adzuna.in/details/3716704773?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3795895409,Java Developer,AGILEAXIS,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,3000000.0,0,,full_time,IT Jobs,"We are looking to hire a Java Engineer for the Perungudi, Chennai location. Work from office: Perungudi, Chennai location The ideal candidate should be a self-motivated, multi-tasker, and demonstrated team player. You will be responsible for the production support of software products and coordinating with various teams for support. You should have outstanding communication and Team-Player skills. Educational Qualification: BCA, MCA or BE/B.Tech (CS) Must-know technologies: Java, Good to know t…",2022-12-23T08:43:26Z,https://www.adzuna.in/details/3795895409?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3949356998,java developer,People First Consultants,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,200000.0,600000.0,0,,full_time,IT Jobs,"skills:java ,java servlet,python,git,java development. Good Programming Skills in C, C++, C#/Java, (good to have) - Exposure to Scripting Languages like Ruby, Python - Knowledge in version control- Git and/or Subversion - Exposure to debugging tools like gdb, valgrind - IDE tools like Eclipse - Exposure to network programming with TCP, UDP - Good debugging skills - Exposure to Multi-threaded programming - Strong knowledge in Data Structures & Algorithms Skills:- Java and Java Servlets",2023-03-01T01:41:54Z,https://www.adzuna.in/details/3949356998?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4590721888,Java Developer,People First Consultants,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,200000.0,700000.0,0,,full_time,IT Jobs,"Roles and Responsibilities: Work experience as a Java Developer. Experience designing, building and testing Java EE applications. In-depth knowledge of popular Java frameworks like JSF and Spring MVC. Very good understanding of design patterns Hands on experience on ORM framework Design and develop reusable libraries and APIs. Experience with Object-Oriented Design (OOD). Experience on handling exceptions Experience on handling transaction Excellent knowledge of Relational Databases, SQL and OR…",2024-03-03T15:33:17Z,https://www.adzuna.in/details/4590721888?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5796412570,Java Developer,Experis,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Greetings from Experis IT, Exciting opportunity alert! We are conducting a Face to Face (F2F) walk-in Drive on 10 May 2025 (Saturday). We are looking for a skilled Java Developer at Experis IT Client Wipro. Location: Chennai, Bengaluru Job Type: Contract Experience level: 5 to 25 Years Skills Must have: Java Core Java Spring boot Microservices Data Structures and Algorithms Interested Candidates can share there resume to Mail Id: [HIDDEN TEXT] Skills: Spring Boot, Microservices, Algorithms, Jav…",2026-07-11T07:19:57Z,https://www.adzuna.in/details/5796412570?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3262154772,Java developer,Vy systems,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1000000.0,1500000.0,0,,full_time,IT Jobs,"1. Java Fullstack Developer Skill Set - Java 8, Spring boot, Angular 4 Version. Experience - 3 to 10 3 to 5 – 15.50 LPA 5 - 19 LPA Notice Period – 90 Days Location - Anywhere south to Chennai Skills:- J2EE, Spring Boot, Hibernate (Java) and Angular (2)",2022-06-26T06:20:47Z,https://www.adzuna.in/details/3262154772?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5337031643,Java Developer,kcube,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"We are currently looking for Java Developers with minimum of 2-3 years experience. Job Position : Systems Programmer Job Location : Chennai Desired Experience : 2 to 3 Years (Mandatory) Job Description : • Experience in JAVA J2EE, SPRING, HIBERNATE, STRUTS. • Experience in Java Desktop Application • Experience in Web Application • Experience in Database and SQL Queries • Experience in JavaScript Ext,JQuery Frameworks Desired Profile : • Must be comfortable with working in a fast paced Start-up …",2025-08-04T17:19:21Z,https://www.adzuna.in/details/5337031643?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4590721799,Java Developer,People First Consultants,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,500000.0,1600000.0,0,,full_time,IT Jobs,"Greetings Join our team of experts and revolutionize the tech industry with cutting-edge Java development. If you're a master of object-oriented programming and have a passion for delivering high-quality solutions. Here are the requirements for the above-mentioned role; Candidates should have hands-on experience in Core Java, Spring Framework , J2EE, and Servlets. Should have Knowledge of Java coding standards and test-driven environment Must have a good understanding of Backend concepts like C…",2024-03-03T15:33:00Z,https://www.adzuna.in/details/4590721799?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5657199602,Java Developer,Wissen Technology,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,300000.0,1500000.0,0,,full_time,IT Jobs,"Key Responsibilities • Design, develop, test, and deploy scalable Java applications. • Collaborate with cross-functional teams to define, design, and deliver new features. • Solve complex technical problems with innovative, simple solutions. • Write clean, efficient, and well-documented code. • Participate in code reviews to maintain code quality. • Continuously discover, evaluate, and implement new technologies to maximize development efficiency. • Exhibit ownership and responsibility for assi…",2026-03-07T11:19:36Z,https://www.adzuna.in/details/5657199602?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5401079509,Java Developer,PickYourTrail,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,400000.0,2000000.0,0,,full_time,IT Jobs,"Senior Java Developer Enthusiastic about developing highly scalable, foolproof, end-to-end quality software? Then, you are the one we are looking for. You are very agile in planning your day, so you write thousand and thousand lines of code without breaking a sweat. You do this, day-in and day-out. You are flexible in working with multidisciplinary teams and you push your teammates to their limits & ensure that the work is done. Drop by, let's talk over a cup of Java. Soft skills Should be able…",2025-09-16T09:10:11Z,https://www.adzuna.in/details/5401079509?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,4103796255,Java Developer,Praveza Consultancy Private Limited,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,full_time,IT Jobs,"Company Name : Cognizant Title: Java Developer Job Type: Full Time, Work from Office Location : Chennai Years of Experience : 8-9yrs Salary : Open  Proficient in Java, Spring boot, Microservices/Rest API, Hibernate, Azure Cloud, Azure SQL DB/Cosmos DB/Cassandra/Mongo DB, Kafka, Junit, Cucumber and Mockito.  Provide the architectural design for features / capabilities planned in each of the PODs with due consideration on performance needs of each of those process based on their peak capacity n…",2023-05-17T15:33:45Z,https://www.adzuna.in/details/4103796255?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5292951730,Java Developer,Wissen Technology,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,500000.0,1500000.0,0,,full_time,IT Jobs,"ompany Name – Wissen Technology Group of companies in India – Wissen Technology & Wissen Infotech Job Title: Java Developer Experience range:- 3-6 Years Location:- Chennai Face 2 Face Drive : Friday & Saturday (11th & 12th July 2025) · Strong written/verbal communication skills · Minimum 3Years of Core Java Programming with Collections Framework, Concurrent Programming, Multi-threading (Good knowledge in Executor service, Fork joins pool and other threading concepts) · Good knowledge of the JVM…",2025-07-09T07:34:22Z,https://www.adzuna.in/details/5292951730?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,3193347953,Java Developer,Read Design Consultancy Services,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,800000.0,1000000.0,0,,full_time,IT Jobs,"we have Job Openings for Java Developers who are willing to work in-house for our Office. It would be fine if you can refer us suitable candidates who can join immediately. Number of Positions: 2 One Senior level - min 4 years’ experience. One Junior level - min 2 years’ experience Find below the job requirements. Excellent knowledge and hands on experience on Angular 5 , Angular Material , Typescript , Bootstrap 3 Hands on experience in front end libraries (e.g. HTML5/ CSS , JavaScript, XML, j…",2022-06-03T06:14:45Z,https://www.adzuna.in/details/3193347953?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2221675985,Java Developer,Avatarsoft,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,400000.0,700000.0,0,,full_time,IT Jobs,"This is for our Chennai Office , however work from home can be considered during pandemic or lockdowns . Java / JavaScript Developer Job Description ( Minimum 2 years Experience in Java ) Good in Core Java, Multithreading, J2EE, web services (REST, SOAP). In-depth knowledge on Java Script and object-oriented technique . Should be able to work independently Familiar on Front-end technologies like AngularJS framework, HTML5, CSS3 is a real Plus Skills:- Java, J2EE, Struts, Spring, Hibernate (Java…",2021-06-01T12:18:06Z,https://www.adzuna.in/details/2221675985?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5262408137,Java Developer,VyTCDC,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,700000.0,2800000.0,0,,full_time,IT Jobs,"Job Summary: We are seeking a seasoned Java Backend Developer Lead to drive the design, development, and deployment of robust backend systems. This role requires hands-on coding expertise, architectural vision, and the ability to mentor and lead a team of developers in delivering high-performance, scalable applications. Key Responsibilities: Lead the backend development team in designing and implementing microservices-based architectures using Java (preferably Java 11). Architect and develop RE…",2025-06-22T05:04:49Z,https://www.adzuna.in/details/5262408137?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2221675980,Java Developer,ServeRight HR Services,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,1200000.0,0,,full_time,IT Jobs,"Job Description: Resource should be proficient in analyzing, designing and developing applications based on the requirements provided by business counterparts Developing and maintaining applications developed in Java, J2EE, Struts and Spring and possessing 3-layer architecture Good knowledge in Spring Boot, Hibernate, Angular JS, Docker, VUE JS and AWS Applications development or maintenance using ORM tools such as Hibernate Database management which includes DB design and maintenance, mostly r…",2021-06-01T12:18:06Z,https://www.adzuna.in/details/2221675980?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,5786404563,Java Developer,"NTT America, Inc.","Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Req ID: 377997 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Java Developer to join our team in Chennai, Tamil Nadu (IN-TN), India (IN). Core Java, Spring Boot, RESTful APIs, JUnit, AWS, DevOps - Developer Java 3 (6-9 Years) India Mandatory Skills: Core Java, Spring Boot, Proficient in building and maintaining RESTful…",2026-07-03T10:32:49Z,https://www.adzuna.in/details/5786404563?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2221676154,Java Developer,AVATAR SOFT CONSULTANCY SERVICES PRIVATE LIMITED,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,700000.0,0,,full_time,IT Jobs,"AvatarSoft is a team of seasoned ""Temenos T24 Certified"" IT Professionals with over 20 years' combined experience in Financial Transformation. We are a growing company across 3 continents and 4 countries deployed in an offshore and onsite model. Our professionals have worked in major Software firms, Consultancy firms, Financial Institutions, and Credit Unions across the globe. Avatarsoft is a rapidly evolving banking software consulting firm that renders leading edge to its clients . Avatarsoft…",2021-06-01T12:18:24Z,https://www.adzuna.in/details/2221676154?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
Adzuna,2221676172,Java Developer,AVATAR SOFT CONSULTANCY SERVICES PRIVATE LIMITED,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,0.0,700000.0,0,,full_time,IT Jobs,"AvatarSoft is a team of seasoned ""Temenos T24 Certified"" IT Professionals with over 20 years' combined experience in Financial Transformation. We are a growing company across 3 continents and 4 countries deployed in an offshore and onsite model. Our professionals have worked in major Software firms, Consultancy firms, Financial Institutions, and Credit Unions across the globe. Avatarsoft is a rapidly evolving banking software consulting firm that renders leading edge to its clients . Avatarsoft…",2021-06-01T12:18:25Z,https://www.adzuna.in/details/2221676172?utm_medium=api&utm_source=10d03a1b,IT & Software,java developer
