source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,description,created,redirect_url,profession_category,search_term,detected_job_profession,skill_match_percentage,matched_skills,missing_candidate_skills,matched_skill_count,missing_skill_count,final_match_score,candidate_role,job_role,role_score,role_skill_gaps,final_role_aware_score
Adzuna,5505311553,3838888-Assistant Manager,EXL,"Kochi, Ernakulam","['India', 'Kerala', 'Ernakulam', 'Kochi']",Kochi,9.98011,76.24637,,,0,,full_time,Healthcare & Nursing Jobs,"Description Physicians reviewers - AM Overview: Physician with minimum 1 year of clinical experience and skillset, to review the clinical information/medical record and summarize relevant clinical information based on set of guidelines/criteria. Qualifications: MBBS in India or MD (foreign medical graduates) MCI license – preferred, not mandatory Prior experience with US health care preferred (not mandatory) Computer literate (MS Word, Excel, PPT) Experience: Clinical experience: Minimum 1 year…",2025-11-20T22:23:58Z,https://www.adzuna.in/details/5505311553?utm_medium=api&utm_source=10d03a1b,Healthcare,physician,Healthcare,18.18,"MBBS, MD","General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",2,9,15.45,Doctor / Physician,Doctor / Physician,50,Medical Records,61.82
Adzuna,4686706647,Doctor Assistant,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Healthcare & Nursing Jobs,"taking medical histories and recording vital signs, explaining treatment procedures to patients, preparing patients for examination, and assisting the physician during the examination and good communication skill,Immediate Joinee will be preferred",2024-05-10T07:39:03Z,https://www.adzuna.in/details/4686706647?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5828880337,Doctor,Happiest Resume,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,10000.0,100000.0,0,,full_time,Healthcare & Nursing Jobs,"Position - Industrial Staff Nurse Exp -1yrs Qualification-Bsc Nursing/GNM/ANM Immediate joiners Required Must have Registration Certificate Key Responsibilities: Medical Care: Provide first aid, CPR, and manage medical emergencies. Health Monitoring: Conduct health assessments and maintain medical records. Health Promotion: Implement wellness programs and educate employees on health practices. Safety Collaboration: Work with the Health and Safety team to identify and mitigate workplace hazards.…",2026-08-05T14:47:51Z,https://www.adzuna.in/details/5828880337?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,Medical Records,55.91
Adzuna,5828879601,Doctor,Happiest Resume,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,100000.0,300000.0,0,,full_time,Healthcare & Nursing Jobs,"Key Responsibilities Examine patients, assess medical conditions, and diagnose illnesses accurately Prescribe and administer appropriate medications and treatments Provide emergency and routine medical care as required Maintain detailed and accurate patient medical records Educate patients and families on health conditions, treatment plans, and preventive care Collaborate with nurses, specialists, and healthcare staff for patient care",2026-08-05T14:47:31Z,https://www.adzuna.in/details/5828879601?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,"Patient Care, Medical Records",55.91
Adzuna,5782689568,Post-Doctoral Research Fellow,ITC limited,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Engineering Jobs,Job Description: Qualified candidate will be working with an interdisciplinary product development team. He/She is responsible for developing the next generation aerosol generation products and design experimental strategies and perform experiments to understand the influence of sensitive parameters. Responsibilities Carry out the studies on different aerosol generating systems and suggest the various means of efficient aerosol generations Application of Microfluids in next generation aerosol g…,2026-07-01T07:17:23Z,https://www.adzuna.in/details/5782689568?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5782689507,Post-Doctoral Fellow - Standards and Specifications,ITC limited,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,Scientific & QA Jobs,"Reviewing the standards (Indian and International) Collation and generation of scientific evidences to support ITD's position with aim for monitoring continual improvement in product quality, regulatory compliance and improving accuracy and precision associated with standardized methods. Leading the scientific discussion in internal and external environment. Drafting the Indian and International standards, as and when required. Requirements Education : Ph.D Chemistry (Preferably Analytical Chem…",2026-07-01T07:17:20Z,https://www.adzuna.in/details/5782689507?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Education,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,3032213419,Sales & Key Accounts Associate (Doctor Onboarding),Unnati,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,600000.0,1000000.0,0,,full_time,Sales Jobs,"Are you a high-performing, collaborative, results oriented and technologically savvy person who is keen on sales in the digital industry? Then this highly visible role is for you Our client is the Health-tech initiative of India's largest business house. Started in 2015, it empowers healthcare providers and consumers in India. All healthcare monitoring services are made available through an app that will help connect doctors, hospitals, pharmacies, laboratories and consumers, enabling preventiv…",2022-04-07T05:25:59Z,https://www.adzuna.in/details/3032213419?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5578950889,"Post-Doctoral Researcher, PhD, 2026 Start (Fixed-Term Contract)",Google,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,,IT Jobs,"Post-Doctoral Researcher, PhD, 2026 Start (Fixed-Term Contract) _corporate_fare_ Google _place_ Bengaluru, Karnataka, India Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ X To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English. Click on the ""Apply"" button on this page and provide the required material…",2026-01-11T08:37:22Z,https://www.adzuna.in/details/5578950889?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5827735791,Primary Care Physician (MBBS) — Bengaluru,meragoHealth,"Bangalore, Karnataka","['India', 'Karnataka', 'Bangalore']",Bengaluru,,,,,0,,full_time,Healthcare & Nursing Jobs,"Company Description MeragoHealth is a patient-centric personal health management service that focuses on timely access to medical care, a comprehensive view of personal health data, streamlined healthcare payments, and active involvement of family and caregivers. Through an integrated network, MeragoHealth delivers seamless health management experiences in both virtual and in-person settings for healthcare seekers and providers. The platform is built to support continuous, coordinated care acro…",2026-08-04T17:44:54Z,https://www.adzuna.in/land/ad/5827735791?se=qB9qG4ec8RGgd9X26G9YQA&utm_medium=api&utm_source=10d03a1b&v=DA778605E731545C18DD3CFF8336775E3FB8F6C9,Healthcare,physician,Healthcare,9.09,MBBS,"MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,4686700755,Doctor,,"Hyderabad, Telangana","['India', 'Telangana', 'Hyderabad']",Hyderabad,17.40275,78.50806,,,0,,,Healthcare & Nursing Jobs,"General practitioners are medical doctors who provide nonsurgical medical care for a wide range of health issues. Mostly serving the adult population, general practitioners evaluate patients through exams and tests and diagnose conditions such as diseases or injuries.",2024-05-10T07:38:21Z,https://www.adzuna.in/details/4686700755?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5841130428,Clinic Doctor,Jiva Ayurveda,"Hyderabad, Telangana","['India', 'Telangana', 'Hyderabad']",Hyderabad,17.40275,78.50806,,,0,,,Healthcare & Nursing Jobs,"Clinic Doctor This role at JIVA AYURVEDA, the world's leading Ayurvedic treatment organization, is for a Clinic Doctor with expertise in Ayurveda practice. You will be a vital part of Dr. Partap Chauhan's core senior technical team, gaining exposure to national and international patients and participating in new learning sessions and Ayurvedic conferences. Key Responsibilities Handling general OPDs & IPDs. Handling video & tele consultations. Handling non-relief cases to increase relief. Ensuri…",2026-08-14T07:34:35Z,https://www.adzuna.in/details/5841130428?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5828880817,Doctor,Happiest Resume,"Kochi, Ernakulam","['India', 'Kerala', 'Ernakulam', 'Kochi']",Kochi,9.98011,76.24637,100000.0,300000.0,0,,full_time,Healthcare & Nursing Jobs,"Key Responsibilities Examine patients, assess medical conditions, and diagnose illnesses accurately Prescribe and administer appropriate medications and treatments Provide emergency and routine medical care as required Maintain detailed and accurate patient medical records Educate patients and families on health conditions, treatment plans, and preventive care Collaborate with nurses, specialists, and healthcare staff for patient care",2026-08-05T14:48:05Z,https://www.adzuna.in/details/5828880817?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,"Patient Care, Medical Records",55.91
Adzuna,4545324283,Clinical Quality Analyst (Doctors - BAMS/BDS/BHMS),Ecorgy Solutions Pvt Ltd,"Trivandrum, Thiruvananthapuram","['India', 'Kerala', 'Thiruvananthapuram', 'Trivandrum']",Thiruvananthapuram,8.49239,76.93365,240000.0,400000.0,0,,full_time,Healthcare & Nursing Jobs,"Role Overview: As our Clinical Quality Analyst, you will play a pivotal role in enhancing clinical processes and maintaining regulatory compliance. You will spearhead quality improvement initiatives and ensure adherence to established clinical standards. The role demands a meticulous approach and a commitment to clinical excellence. Responsibilities: Clinical Process Enhancement: Evaluate clinical procedures and documentation to identify areas for improvement, ensuring adherence to industry sta…",2024-01-26T15:34:34Z,https://www.adzuna.in/details/4545324283?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,17.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5823897687,AHC - Veterinary Sales Advisor,Cargill,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Sales Jobs,"Job Purpose and Impact The AHC - Veterinary Sales Advisor (VSA) will participate in face-to- face promotion and sales of Animal healthcare products to Veterinary doctors and practitioners. He/ She must build relationships with Veterinary doctors, pharmacists, and other veterinary healthcare providers, ensuring they are informed about the latest products and advancements. He/ She also achieve sales targets, provide product information, and gather market feedback. Key Accountabilities • Presentin…",2026-08-01T17:32:03Z,https://www.adzuna.in/land/ad/5823897687?se=_vMKtYac8RGwBe63zKMEtw&utm_medium=api&utm_source=10d03a1b&v=34D82EFA7B79CD9FE9E1C2894F59BC884E30FAED,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5653909932,Dermatologist,Folix Hair Clinic,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,full_time,Healthcare & Nursing Jobs,"Company Description Folix Clinic is a leading aesthetic clinic specializing in hair transplant and skin care. We excel in performing advanced hair and skin procedures with expert doctors, prioritizing patient safety and care. Our team ensures top-notch treatments, making us a trusted name in the industry Role Description This is a full-time on-site role for a Dermatologist based in Chennai. The Dermatologist will be responsible for diagnosing and treating a variety of skin, hair, and nail condi…",2026-03-05T01:09:24Z,https://www.adzuna.in/land/ad/5653909932?se=_vMKtYac8RGwBe63zKMEtw&utm_medium=api&utm_source=10d03a1b&v=462C20607C6F9E11FB1C0C76C05DE1BA785F7BA4,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5706800392,Medical Executive - Prescription,Boolean Staffing Recruitment Solutions Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,320000.0,450000.0,0,,,Sales Jobs,"Job Details: Designation: Medical Executive (ME) Business Type: Prescription-Based (Doctor-focused) Role Objective: We are looking for dynamic and result-oriented Medical Executives with experience in injectable (injection-based) pharmaceutical products. The candidate will be responsible for promoting products to doctors, generating prescriptions, and driving business growth in the assigned territory. Key Responsibilities: Promote injectable products to doctors, hospitals, and clinics Generate …",2026-04-22T08:55:34Z,https://www.adzuna.in/details/5706800392?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5823107157,Scientific Sales Manager,JOGO Health Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Sales Jobs,"The Scientific Sales Manager (SSM) is responsible for driving sales performance by consistently achieving assigned targets, generating quality leads, demonstrate strong scientific communication, uphold ethical standards, and embody company values in all field activities. Identify and engage with key doctors/hospitals, dealers and present and demonstrate JOGOs EMG Biofeedback device. Educate doctors/hospitals, dealers on the clinical benefits, applications, and outcomes of JOGO EMG Bio feedback …",2026-08-01T06:26:41Z,https://www.adzuna.in/details/5823107157?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5775536888,Field Officer,Cadila Pharmaceuticals Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Sales Jobs,Role Objective To drive prescription generation and achieve assigned sales targets by effectively promoting the companys products strengthening doctor and chemist relationships and ensuring product availability across the territory Principal Tasks Responsibilities 1 Sales Target Achievement Achieve and consistently surpass the assigned Sales Budget and YPM Yearly Performance Milestone for the territory Ensure effective product promotion to generate Rx demand and secondary sales Personally book …,2026-06-25T06:20:17Z,https://www.adzuna.in/details/5775536888?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,1155089899,Fullstack Developer,Doxtro Technologies,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,400000.0,600000.0,0,,full_time,IT Jobs,"Doxtro is a ""funded"" healthcare startup based out of Chennai. We're trying to revolutionize how patients consult with doctors online, by helping users take charge of their health and allowing them to consult doctors from the comfort of their home. We're looking for a MEAN/Node.js developer to take ownership of the entire Technology stack of Doxtro and help Doxtro reach the next million users, using the existing MEAN/Node.js architecture. Skills: MEAN Stack, Javascript, Amazon Web Services (AWS)…",2019-05-17T21:02:48Z,https://www.adzuna.in/details/1155089899?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,IT & Software,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5171570299,Business Development,amIT Global Solutions Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,200000.0,350000.0,0,,full_time,Sales Jobs,"We are seeking a motivated TERRITORY SALES ASSOCIATE to engage with healthcare professionals, primarily doctors, and schedule software demonstration appointments. The role requires an understanding of us software solutions and the ability to effectively communicate the benefits to healthcare providers. Key Responsibilities: · Conduct field visits to healthcare professionals, clinics, and hospitals to introduce MocDoc's software · solutions. · Schedule and manage appointments with doctors to set…",2025-05-01T06:41:17Z,https://www.adzuna.in/details/5171570299?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,1155089858,NodeJS Developer,Doxtro Technologies,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,400000.0,600000.0,0,,full_time,IT Jobs,"Doxtro is a ""funded"" healthcare startup based out of Chennai. We're trying to revolutionize how patients consult with doctors online, by helping users take charge of their health and allowing them to consult doctors from the comfort of their home. We're looking for a MEAN/Node.js developer to take ownership of the entire Technology stack of Doxtro and help Doxtro reach the next million users, using the existing MEAN/Node.js architecture. Responsibilities: - Work with the founders and collaborat…",2019-05-17T21:02:47Z,https://www.adzuna.in/details/1155089858?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5843899075,Business Executive - Medical Representative - CARDIO & DIABETIC - Varanasi,Elbrit LifeSciences Pvt Ltd,"Ekkaduthangal, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Ekkaduthangal']",Chennai,13.01517,80.21354,,,0,permanent,full_time,Sales Jobs,"Job Description – Medical Representative Candidates with field experience in Gynaecology & Orthopaedics and Cardiology & Diabetology are invited to apply for this role. We are seeking a motivated and results-driven Medical Representative to promote and sell our pharmaceutical products to healthcare professionals. The ideal candidate will be responsible for building strong relationships with doctors, pharmacists, and hospital staff, while effectively communicating the value and benefits of our p…",2026-08-16T09:01:25Z,https://www.adzuna.in/details/5843899075?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,4686707650,Medical Representative,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Sales Jobs,"We are looking for a persuasive Medical Representative to promote and sell company medications to doctors, pharmacists, and other relevant healthcare professionals. The Medical Representative’s responsibilities include persuading potential customers to purchase company medications, identifying prospective business opportunities for the company, and providing the relevant departments with customer feedback. You should also be able to attend company meetings and training sessions. To be successfu…",2024-05-10T07:39:11Z,https://www.adzuna.in/details/4686707650?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,1171509365,Digital Marketer,Yro Systems,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,100000.0,400000.0,0,,full_time,"PR, Advertising & Marketing Jobs","MocDoc, our flagship product is the winner of the prestigious Hot 100 Technology award for the year 2014. MocDoc is an online platform that connects General Public with Doctors providing real time, authentic information relevant to their need & helps Healthcare providers in improving efficiency to benefit the end customer. Job Responsibilities • At least 1-4 years of experience in writing content for websites. • Developing SEO friendly Articles/Blogs. • Writing real time copy for websites, micr…",2019-06-05T21:12:25Z,https://www.adzuna.in/details/1171509365?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Marketing,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5473694134,"Lead Analyst, AI Engineer (Data Science)",Peak Hire Solutions,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,4000000.0,4800000.0,0,,full_time,IT Jobs,Ideal Candidate Profile: This role requires a seasoned engineer/scientist with a strong academic background from a premier institution and significant hands-on experience in deep learning (specifically image processing) within a hardware or product manufacturing environment. Must-Have Requirements: Experience & Education Combinations: Candidates must meet one of the following criteria: Doctorate (PhD) 2 years of related work experience Master's Degree 5 years of related work experience Bach…,2025-11-01T06:49:00Z,https://www.adzuna.in/details/5473694134?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Education,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5830315506,What being a Care Buddy means at Prayojana?,Prayojana Golden Years Services,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,full_time,Healthcare & Nursing Jobs,"The Care Buddy will be the first point of contact and the face of the Prayojana. More importantly, they will participate in supporting their assigned members with the same level of empathy and warmth that the member's own children would have The Care Buddy’s Primary Role Will Be To Check on the members assigned to her/him on their day to day well being Help out with errands – like bank-related work, basic groceries or vegetable procurement Schedule appointments for doctor visits & accompany the…",2026-08-06T16:05:17Z,https://www.adzuna.in/details/5830315506?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5714215974,Territory Sales Manager (TSM),Boolean Staffing Recruitment Solutions Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,300000.0,550000.0,0,,,Sales Jobs,"Job Title: Territory Sales Manager (TSM) - OTX(OTC Pharma Experience) Experience : Should have OTC Rx Experience The TSMs will be required to do Doctor calls and handle GT business. Job Summary: We are seeking a dynamic and results-driven Territory Sales Manager (TSM) to join our team in the OTC & FMCG sectors. The TSM will be responsible for achieving sales targets, managing customer relationships, and driving the growth of our products within the assigned territory. The ideal candidate will …",2026-04-30T09:01:08Z,https://www.adzuna.in/details/5714215974?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5839221459,Medical Officer,MD India Health Insurance TPA Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",Chennai,13.06041,80.24963,,,0,,,Admin Jobs,Scrutiny of medical documents and adjudication. Assess the eligibility of medical claims and determine financial outcomes. Identification of trigger factors of insurance related frauds and inform the concerned department. Determine accuracy of medical documents. Required Candidate profile: MBBS graduate. Male candidate prefer. Good Medical & basic computer knowledge Should have completed internship (Permanent Registration number is mandatory) Freshers can also apply. Work from office. Skills: T…,2026-08-13T07:32:04Z,https://www.adzuna.in/details/5839221459?utm_medium=api&utm_source=10d03a1b,Healthcare,medical officer,Healthcare,9.09,MBBS,"MD, General Medicine, Doctor, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5838134352,Interior Project Coordinator,HealthSy Pharmacy,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,,,0,,,Retail Jobs,"Company Description: HealthSy Pharmacy is a nationwide retail pharmacy chain committed to redefining the pharmacy experience — with medicines always in stock, courteous and professional staff, and complete transparency with no unwanted substitutions. Beyond retail, our stores are designed for genuine customer care, featuring facilities like an in-house clinic with a doctor, a baby care room, and comfortable waiting areas — making healthcare accessible, reliable, and welcoming. Role Summary We a…",2026-08-12T16:16:50Z,https://www.adzuna.in/land/ad/5838134352?se=Drp23Iac8RGhArhxtbtVlg&utm_medium=api&utm_source=10d03a1b&v=95A432166F92630229DFAA88AE0BB76F9A321EC5,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5706800394,Medical Executive - Prescription,Boolean Staffing Recruitment Solutions Pvt Ltd,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,320000.0,450000.0,0,,,Sales Jobs,"Job Details: Designation: Medical Executive (ME) Business Type: Prescription-Based (Doctor-focused) Role Objective: We are looking for dynamic and result-oriented Medical Executives with experience in injectable (injection-based) pharmaceutical products. The candidate will be responsible for promoting products to doctors, generating prescriptions, and driving business growth in the assigned territory. Key Responsibilities: Promote injectable products to doctors, hospitals, and clinics Generate …",2026-04-22T08:55:34Z,https://www.adzuna.in/details/5706800394?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
Adzuna,5845321009,Biomedical Sales Engineer - Coimbatore,Empire Healthcare,"Coimbatore, Tamil Nadu","['India', 'Tamil Nadu', 'Coimbatore']",Coimbatore,11.017171,77.100203,,,0,permanent,full_time,Sales Jobs,Role Overview: Driving sales for Ultrasound and Laboratory equipment in the assigned territory. Responsibilities Meet sales targets for Mindray products. Build relationships with doctors and hospital administrators. Conduct product demonstrations and coordinate installations. Apply Now,2026-08-17T21:51:43Z,https://www.adzuna.in/details/5845321009?utm_medium=api&utm_source=10d03a1b,Healthcare,doctor,Healthcare,9.09,Doctor,"MBBS, MD, General Medicine, Patient Assessment, Diagnosis, Emergency Care, BLS, ACLS, Clinical Documentation, Patient Counselling",1,10,7.73,Doctor / Physician,Doctor / Physician,50,,55.91
